,5347,5433,5450,5475,5525,5550,5575,5625,5650,5675,5725,5750,5775,5825,5850,5875,5925,5945,5975,6025,6075,6125,6175,6225,6275,6325,6375,6425,6475,6507
1999,-3450.0,,-3000.0,,,-1180.0,,,-750.0,,,-330.0,,,80.0,,,300.0,,,,,,,,,,,,
2012,,-3826.0,,-3389.0,-2830.0,,-2237.0,-1690.0,,-1155.0,-869.0,,-707.0,-515.0,,-347.0,-160.0,,-71.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0
2013,,-2700.0,,-2088.0,-1309.0,,-587.0,-363.0,,-181.0,15.0,,180.0,377.0,,465.0,465.0,,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0
2014,,-4018.0,,-3489.0,-2813.0,,-2095.0,-1433.0,,-903.0,-694.0,,-532.0,-340.0,,-171.0,15.0,,106.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
2015,,-4411.0,,-3836.0,-3104.0,,-2326.0,-1608.0,,-986.0,-749.0,,-587.0,-395.0,,-227.0,-40.0,,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
2016,,-3902.0,,-3263.0,-2447.0,,-1580.0,-912.0,,-704.0,-513.0,,-353.0,-163.0,,3.0,188.0,,282.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0
2017,,-4096.0,,-3361.0,-2424.0,,-1429.0,-813.0,,-582.0,-333.0,,-126.0,121.0,,235.0,230.0,,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2018,,-3986.0,,-3385.0,-2784.0,,-2184.0,-1583.0,,-982.0,-381.0,,6.0,61.0,,116.0,171.0,,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0
2019,,-3250.0,,-2785.0,-2320.0,,-1855.0,-1390.0,,-924.0,-459.0,,-201.0,-91.0,,18.0,128.0,,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0
