,4680,4688,4702,4707,4717,4720,4750,4755,4765,4795,4839,4852,4860
2006,-3875.0,,,,-3059.0,,-2533.0,,,-1756.0,,,
2007,-2799.0,,,,-1902.0,,-1487.0,,,-1310.0,,,325.0
2008,-1656.0,,,,-889.0,,-632.0,,,-439.0,,,222.0
2009,-6036.0,,,,-4268.0,,-3336.0,,,-2941.0,,,-1344.0
2010,-5007.0,,,,-4000.0,,-3037.0,,,-3290.0,,,-2456.0
2011,-2122.0,,,,-1607.0,,-963.0,,,-735.0,,,286.0
2012,,,,,-3702.0,,-2851.0,,,-2448.0,,,-1031.0
2013,,,,,-4626.0,,-3793.0,,,-3850.0,,,-1372.0
2014,,,,,-5468.0,,-4072.0,,,-4167.0,,,-2054.0
2015,,,,,-7015.0,,-5561.0,,,-5719.0,,,-3373.0
2016,,-5521.0,,,,-6363.0,,,-5700.0,,,-3859.0,
2017,,,,-5391.0,,,,,-3928.0,,,-1878.0,
2018,,,,-3930.0,,,,,-3450.0,,,-1309.0,
2019,,,-5553.0,,,,,-4847.0,,,-3544.0,,
