YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1966,57,PEYTO,-110.0,RGI50-02.06581
1967,57,PEYTO,-800.0,RGI50-02.06581
1968,57,PEYTO,-200.0,RGI50-02.06581
1969,57,PEYTO,-650.0,RGI50-02.06581
1970,57,PEYTO,-1400.0,RGI50-02.06581
1971,57,PEYTO,-410.0,RGI50-02.06581
1972,57,PEYTO,-250.0,RGI50-02.06581
1973,57,PEYTO,430.0,RGI50-02.06581
1974,57,PEYTO,240.0,RGI50-02.06581
1975,57,PEYTO,-570.0,RGI50-02.06581
1976,57,PEYTO,640.0,RGI50-02.06581
1977,57,PEYTO,-210.0,RGI50-02.06581
1978,57,PEYTO,-1050.0,RGI50-02.06581
1979,57,PEYTO,-810.0,RGI50-02.06581
1980,57,PEYTO,-580.0,RGI50-02.06581
1981,57,PEYTO,-1130.0,RGI50-02.06581
1982,57,PEYTO,-560.0,RGI50-02.06581
1983,57,PEYTO,-390.0,RGI50-02.06581
1984,57,PEYTO,-580.0,RGI50-02.06581
1985,57,PEYTO,-810.0,RGI50-02.06581
1986,57,PEYTO,-470.0,RGI50-02.06581
1987,57,PEYTO,-620.0,RGI50-02.06581
1988,57,PEYTO,-990.0,RGI50-02.06581
1989,57,PEYTO,-590.0,RGI50-02.06581
1990,57,PEYTO,-740.0,RGI50-02.06581
1991,57,PEYTO,-1215.0,RGI50-02.06581
1993,57,PEYTO,-1215.0,RGI50-02.06581
1994,57,PEYTO,-1295.0,RGI50-02.06581
1995,57,PEYTO,-300.0,RGI50-02.06581
1996,57,PEYTO,129.0,RGI50-02.06581
1997,57,PEYTO,-818.0,RGI50-02.06581
1998,57,PEYTO,-2210.0,RGI50-02.06581
1999,57,PEYTO,-320.0,RGI50-02.06581
2000,57,PEYTO,810.0,RGI50-02.06581
2001,57,PEYTO,-920.0,RGI50-02.06581
2002,57,PEYTO,-500.0,RGI50-02.06581
2003,57,PEYTO,-1370.0,RGI50-02.06581
2004,57,PEYTO,-550.0,RGI50-02.06581
2005,57,PEYTO,-810.0,RGI50-02.06581
2006,57,PEYTO,-1650.0,RGI50-02.06581
2007,57,PEYTO,-1850.0,RGI50-02.06581
2008,57,PEYTO,-230.0,RGI50-02.06581
2009,57,PEYTO,-1020.0,RGI50-02.06581
2010,57,PEYTO,-340.0,RGI50-02.06581
2011,57,PEYTO,-950.0,RGI50-02.06581
2012,57,PEYTO,-360.0,RGI50-02.06581
2013,57,PEYTO,-910.0,RGI50-02.06581
