YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1968,732,ABRAMOV,-423.0,RGI50-13.18096
1969,732,ABRAMOV,740.0,RGI50-13.18096
1970,732,ABRAMOV,-210.0,RGI50-13.18096
1971,732,ABRAMOV,-666.0,RGI50-13.18096
1972,732,ABRAMOV,436.0,RGI50-13.18096
1973,732,ABRAMOV,-953.0,RGI50-13.18096
1974,732,ABRAMOV,-313.0,RGI50-13.18096
1975,732,ABRAMOV,-1211.0,RGI50-13.18096
1976,732,ABRAMOV,-832.0,RGI50-13.18096
1977,732,ABRAMOV,-1312.0,RGI50-13.18096
1978,732,ABRAMOV,-1197.0,RGI50-13.18096
1979,732,ABRAMOV,-497.0,RGI50-13.18096
1980,732,ABRAMOV,-973.0,RGI50-13.18096
1981,732,ABRAMOV,78.0,RGI50-13.18096
1982,732,ABRAMOV,-688.0,RGI50-13.18096
1983,732,ABRAMOV,-344.0,RGI50-13.18096
1984,732,ABRAMOV,-744.0,RGI50-13.18096
1985,732,ABRAMOV,-687.0,RGI50-13.18096
1986,732,ABRAMOV,-861.0,RGI50-13.18096
1987,732,ABRAMOV,281.0,RGI50-13.18096
1988,732,ABRAMOV,48.0,RGI50-13.18096
1989,732,ABRAMOV,-156.0,RGI50-13.18096
1990,732,ABRAMOV,-387.0,RGI50-13.18096
1991,732,ABRAMOV,-353.0,RGI50-13.18096
1992,732,ABRAMOV,422.0,RGI50-13.18096
1993,732,ABRAMOV,449.0,RGI50-13.18096
1994,732,ABRAMOV,-613.0,RGI50-13.18096
1995,732,ABRAMOV,-880.0,RGI50-13.18096
1996,732,ABRAMOV,-450.0,RGI50-13.18096
1998,732,ABRAMOV,100.0,RGI50-13.18096
2012,732,ABRAMOV,-601.0,RGI50-13.18096
2013,732,ABRAMOV,-249.0,RGI50-13.18096
2014,732,ABRAMOV,-665.0,RGI50-13.18096
