YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1986,342,RIUKOJIETNA,-540.0,RGI50-08.00751
1987,342,RIUKOJIETNA,-260.0,RGI50-08.00751
1988,342,RIUKOJIETNA,-910.0,RGI50-08.00751
1989,342,RIUKOJIETNA,890.0,RGI50-08.00751
1990,342,RIUKOJIETNA,210.0,RGI50-08.00751
1991,342,RIUKOJIETNA,80.0,RGI50-08.00751
1992,342,RIUKOJIETNA,586.0,RGI50-08.00751
1993,342,RIUKOJIETNA,350.0,RGI50-08.00751
1994,342,RIUKOJIETNA,-295.0,RGI50-08.00751
1995,342,RIUKOJIETNA,253.0,RGI50-08.00751
1996,342,RIUKOJIETNA,-60.0,RGI50-08.00751
1997,342,RIUKOJIETNA,-980.0,RGI50-08.00751
1998,342,RIUKOJIETNA,-840.0,RGI50-08.00751
1999,342,RIUKOJIETNA,-801.0,RGI50-08.00751
2000,342,RIUKOJIETNA,-312.0,RGI50-08.00751
2001,342,RIUKOJIETNA,-1730.0,RGI50-08.00751
2002,342,RIUKOJIETNA,-1830.0,RGI50-08.00751
2003,342,RIUKOJIETNA,-1780.0,RGI50-08.00751
2005,342,RIUKOJIETNA,-350.0,RGI50-08.00751
2006,342,RIUKOJIETNA,-1400.0,RGI50-08.00751
2007,342,RIUKOJIETNA,-960.0,RGI50-08.00751
2008,342,RIUKOJIETNA,-590.0,RGI50-08.00751
2009,342,RIUKOJIETNA,-720.0,RGI50-08.00751
2010,342,RIUKOJIETNA,-960.0,RGI50-08.00751
2011,342,RIUKOJIETNA,-1080.0,RGI50-08.00751
2012,342,RIUKOJIETNA,-90.0,RGI50-08.00751
