YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1948,421,LIMMERN,400.0,RGI50-11.00918
1949,421,LIMMERN,-1670.0,RGI50-11.00918
1950,421,LIMMERN,-1346.0,RGI50-11.00918
1951,421,LIMMERN,372.0,RGI50-11.00918
1952,421,LIMMERN,-511.0,RGI50-11.00918
1953,421,LIMMERN,-145.0,RGI50-11.00918
1954,421,LIMMERN,484.0,RGI50-11.00918
1955,421,LIMMERN,726.0,RGI50-11.00918
1956,421,LIMMERN,-265.0,RGI50-11.00918
1957,421,LIMMERN,56.0,RGI50-11.00918
1958,421,LIMMERN,-836.0,RGI50-11.00918
1959,421,LIMMERN,-1035.0,RGI50-11.00918
1960,421,LIMMERN,-27.0,RGI50-11.00918
1961,421,LIMMERN,202.0,RGI50-11.00918
1962,421,LIMMERN,-137.0,RGI50-11.00918
1963,421,LIMMERN,-458.0,RGI50-11.00918
1964,421,LIMMERN,-1396.0,RGI50-11.00918
1965,421,LIMMERN,1102.0,RGI50-11.00918
1966,421,LIMMERN,874.0,RGI50-11.00918
1967,421,LIMMERN,538.0,RGI50-11.00918
1968,421,LIMMERN,780.0,RGI50-11.00918
1969,421,LIMMERN,332.0,RGI50-11.00918
1970,421,LIMMERN,-159.0,RGI50-11.00918
1971,421,LIMMERN,-1332.0,RGI50-11.00918
1972,421,LIMMERN,-225.0,RGI50-11.00918
1973,421,LIMMERN,-1043.0,RGI50-11.00918
1974,421,LIMMERN,39.0,RGI50-11.00918
1975,421,LIMMERN,540.0,RGI50-11.00918
1976,421,LIMMERN,-998.0,RGI50-11.00918
1977,421,LIMMERN,788.0,RGI50-11.00918
1978,421,LIMMERN,856.0,RGI50-11.00918
1979,421,LIMMERN,-36.0,RGI50-11.00918
1980,421,LIMMERN,721.0,RGI50-11.00918
1981,421,LIMMERN,-111.0,RGI50-11.00918
1982,421,LIMMERN,-649.0,RGI50-11.00918
1983,421,LIMMERN,-803.0,RGI50-11.00918
1984,421,LIMMERN,-333.0,RGI50-11.00918
1985,421,LIMMERN,250.0,RGI50-11.00918
