YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
2002,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-909.0,RGI50-11.00619
2003,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-1461.0,RGI50-11.00619
2004,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-208.0,RGI50-11.00619
2005,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-800.0,RGI50-11.00619
2006,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-1408.0,RGI50-11.00619
2007,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-1338.0,RGI50-11.00619
2008,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-900.0,RGI50-11.00619
2009,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-517.0,RGI50-11.00619
2010,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-197.0,RGI50-11.00619
2011,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-1198.0,RGI50-11.00619
2012,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-1416.0,RGI50-11.00619
2013,672,MALAVALLE (VEDR. DI) / UEBELTALF.,-346.0,RGI50-11.00619
