YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2005,218,US,SPERRY,0.89,2250.0,-3430.0,-1180.0,,RGI60-02.17023
2006,218,US,SPERRY,0.86,3540.0,-4150.0,-610.0,,RGI60-02.17023
2007,218,US,SPERRY,0.84,2500.0,-3910.0,-1410.0,,RGI60-02.17023
2008,218,US,SPERRY,0.84,3230.0,-2070.0,1160.0,,RGI60-02.17023
2009,218,US,SPERRY,0.84,3250.0,-4730.0,-1480.0,,RGI60-02.17023
2010,218,US,SPERRY,0.83,3060.0,-3120.0,-60.0,,RGI60-02.17023
2011,218,US,SPERRY,0.83,4950.0,-3520.0,1430.0,,RGI60-02.17023
2012,218,US,SPERRY,0.82,4350.0,-3620.0,730.0,,RGI60-02.17023
2013,218,US,SPERRY,0.82,3900.0,-4700.0,-800.0,,RGI60-02.17023
2014,218,US,SPERRY,0.81,3870.0,-4110.0,-240.0,,RGI60-02.17023
2015,218,US,SPERRY,0.81,3020.0,-4620.0,-1600.0,,RGI60-02.17023
2016,218,US,SPERRY,0.8,2910.0,-2630.0,280.0,,RGI60-02.17023
2017,218,US,SPERRY,0.8,4090.0,-4440.0,-350.0,,RGI60-02.17023
2018,218,US,SPERRY,0.79,4020.0,-3930.0,90.0,,RGI60-02.17023
2019,218,US,SPERRY,0.79,2040.0,-4040.0,-2000.0,,RGI60-02.17023
2020,218,US,SPERRY,0.78,3620.0,-4010.0,-390.0,,RGI60-02.17023
