YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1980,3589,AR,PILOTO ESTE,,1000.0,0.0,1000.0,,RGI60-17.14203
1981,3589,AR,PILOTO ESTE,,300.0,-1160.0,-860.0,,RGI60-17.14203
1982,3589,AR,PILOTO ESTE,,200.0,-1270.0,-1070.0,,RGI60-17.14203
1983,3589,AR,PILOTO ESTE,,2700.0,-1190.0,1510.0,,RGI60-17.14203
1984,3589,AR,PILOTO ESTE,,950.0,-1160.0,-210.0,,RGI60-17.14203
1985,3589,AR,PILOTO ESTE,,2150.0,-2000.0,150.0,,RGI60-17.14203
1986,3589,AR,PILOTO ESTE,,1290.0,-2000.0,-710.0,,RGI60-17.14203
1987,3589,AR,PILOTO ESTE,,1350.0,-1250.0,100.0,,RGI60-17.14203
1988,3589,AR,PILOTO ESTE,,1430.0,-1240.0,190.0,,RGI60-17.14203
1989,3589,AR,PILOTO ESTE,,1110.0,-2000.0,-890.0,,RGI60-17.14203
1990,3589,AR,PILOTO ESTE,,1400.0,-2000.0,-600.0,,RGI60-17.14203
1991,3589,AR,PILOTO ESTE,,1240.0,-2000.0,-760.0,,RGI60-17.14203
1992,3589,AR,PILOTO ESTE,,1800.0,-1160.0,640.0,,RGI60-17.14203
1993,3589,AR,PILOTO ESTE,,700.0,-1190.0,-490.0,,RGI60-17.14203
1994,3589,AR,PILOTO ESTE,,1050.0,-790.0,260.0,,RGI60-17.14203
1995,3589,AR,PILOTO ESTE,,250.0,-1060.0,-810.0,,RGI60-17.14203
1996,3589,AR,PILOTO ESTE,,500.0,-2000.0,-1500.0,,RGI60-17.14203
1997,3589,AR,PILOTO ESTE,,0.0,-2300.0,-2300.0,,RGI60-17.14203
1998,3589,AR,PILOTO ESTE,,800.0,-2000.0,-1200.0,,RGI60-17.14203
1999,3589,AR,PILOTO ESTE,,400.0,-1500.0,-1100.0,,RGI60-17.14203
2000,3589,AR,PILOTO ESTE,,750.0,-1000.0,-250.0,,RGI60-17.14203
2001,3589,AR,PILOTO ESTE,,460.0,-850.0,-390.0,,RGI60-17.14203
2002,3589,AR,PILOTO ESTE,,650.0,-950.0,290.0,,RGI60-17.14203
2003,3589,AR,PILOTO ESTE,,500.0,-2000.0,-1500.0,,RGI60-17.14203
