YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1984,77,LOWER CURTIS,390.0,RGI50-02.01356
1985,77,LOWER CURTIS,-160.0,RGI50-02.01356
1986,77,LOWER CURTIS,-220.0,RGI50-02.01356
1987,77,LOWER CURTIS,-560.0,RGI50-02.01356
1988,77,LOWER CURTIS,-60.0,RGI50-02.01356
1989,77,LOWER CURTIS,-290.0,RGI50-02.01356
1990,77,LOWER CURTIS,-510.0,RGI50-02.01356
1991,77,LOWER CURTIS,40.0,RGI50-02.01356
1992,77,LOWER CURTIS,-1760.0,RGI50-02.01356
1993,77,LOWER CURTIS,-480.0,RGI50-02.01356
1994,77,LOWER CURTIS,-550.0,RGI50-02.01356
1995,77,LOWER CURTIS,-210.0,RGI50-02.01356
1996,77,LOWER CURTIS,-180.0,RGI50-02.01356
1997,77,LOWER CURTIS,270.0,RGI50-02.01356
1998,77,LOWER CURTIS,-1380.0,RGI50-02.01356
1999,77,LOWER CURTIS,1550.0,RGI50-02.01356
2000,77,LOWER CURTIS,-250.0,RGI50-02.01356
2001,77,LOWER CURTIS,-1880.0,RGI50-02.01356
2002,77,LOWER CURTIS,130.0,RGI50-02.01356
2003,77,LOWER CURTIS,-1250.0,RGI50-02.01356
2004,77,LOWER CURTIS,-1510.0,RGI50-02.01356
2005,77,LOWER CURTIS,-2750.0,RGI50-02.01356
2006,77,LOWER CURTIS,-1060.0,RGI50-02.01356
2007,77,LOWER CURTIS,-400.0,RGI50-02.01356
2008,77,LOWER CURTIS,120.0,RGI50-02.01356
2009,77,LOWER CURTIS,-2150.0,RGI50-02.01356
2010,77,LOWER CURTIS,-440.0,RGI50-02.01356
2011,77,LOWER CURTIS,940.0,RGI50-02.01356
2012,77,LOWER CURTIS,-380.0,RGI50-02.01356
2013,77,LOWER CURTIS,-850.0,RGI50-02.01356
