YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1992,942,ES,MALADETA,0.498,1682.0,-2009.0,-327.0,,RGI50-11.03818
1993,942,ES,MALADETA,0.498,2132.0,-2164.0,-32.0,,RGI50-11.03818
1994,942,ES,MALADETA,0.418,1975.0,-1624.0,351.0,,RGI50-11.03818
1995,942,ES,MALADETA,0.418,1976.0,-2619.0,-643.0,,RGI50-11.03818
1996,942,ES,MALADETA,0.418,2585.0,-2415.0,207.0,,RGI50-11.03818
1997,942,ES,MALADETA,0.418,1865.0,-1354.0,512.0,,RGI50-11.03818
1998,942,ES,MALADETA,0.418,1967.0,-2922.0,-955.0,,RGI50-11.03818
1999,942,ES,MALADETA,0.418,1197.0,-1961.0,-764.0,,RGI50-11.03818
2000,942,ES,MALADETA,0.418,1706.0,-2606.0,-900.0,,RGI50-11.03818
2001,942,ES,MALADETA,0.377,2448.0,-1945.0,502.0,,RGI50-11.03818
2002,942,ES,MALADETA,0.366,1776.0,-2587.0,-811.0,,RGI50-11.03818
2003,942,ES,MALADETA,0.355,3103.0,-4205.0,-1102.0,,RGI50-11.03818
2004,942,ES,MALADETA,0.345,2446.0,-3962.0,-1516.0,,RGI50-11.03818
2005,942,ES,MALADETA,0.328,1759.0,-3238.0,-1479.0,,RGI50-11.03818
2006,942,ES,MALADETA,0.313,1405.0,-3192.0,-1787.0,,RGI50-11.03818
2007,942,ES,MALADETA,0.276,1221.0,-2168.0,-947.0,,RGI50-11.03818
2008,942,ES,MALADETA,0.29,2934.0,-2971.0,-38.0,,RGI50-11.03818
2009,942,ES,MALADETA,0.276255,1986.0,-3401.0,-1415.0,,RGI50-11.03818
2010,942,ES,MALADETA,0.280151,2519.0,-2260.0,259.0,,RGI50-11.03818
2011,942,ES,MALADETA,0.25495,2045.0,-3541.0,-1504.0,,RGI50-11.03818
2012,942,ES,MALADETA,0.25,,,-2471.0,,RGI50-11.03818
2013,942,ES,MALADETA,0.25,,,390.0,,RGI50-11.03818
2014,942,ES,MALADETA,0.250134,2533.0,-2455.0,78.0,,RGI50-11.03818
2015,942,ES,MALADETA,0.2357999,1887.0,-3647.0,-1760.0,,RGI50-11.03818
2016,942,ES,MALADETA,0.2331,2027.0,-2870.0,-843.0,,RGI50-11.03818
2017,942,ES,MALADETA,0.23,,,-1672.0,,RGI50-11.03818
2018,942,ES,MALADETA,,,,257.0,,RGI50-11.03818
2019,942,ES,MALADETA,,,,-1582.0,,RGI50-11.03818
2020,942,ES,MALADETA,0.2,,,-212.0,,RGI50-11.03818
