YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1992,1503,BO,ZONGO,2.18,,,-900.0,Net balance also reported as -1498.,RGI50-16.00543
1993,1503,BO,ZONGO,2.18,,,516.0,Net balance also reported as 163.,RGI50-16.00543
1994,1503,BO,ZONGO,2.18,,,-88.0,Net balance also reported as -736.,RGI50-16.00543
1995,1503,BO,ZONGO,2.18,,,-703.0,Net balance also reported as -1276.,RGI50-16.00543
1996,1503,BO,ZONGO,,,,-675.0,,RGI50-16.00543
1997,1503,BO,ZONGO,2.1,,,797.0,Area from table SECTION.,RGI50-16.00543
1998,1503,BO,ZONGO,,,,-1962.0,Data from Glacier Mass Balance Bulletin.,RGI50-16.00543
1999,1503,BO,ZONGO,,,,-333.0,Data from Glacier Mass Balance Bulletin.,RGI50-16.00543
2000,1503,BO,ZONGO,1.9667,,,77.0,Net balance calculated from submitted values.,RGI50-16.00543
2001,1503,BO,ZONGO,1.9517,,,557.0,Net balance calculated from submitted values.,RGI50-16.00543
2002,1503,BO,ZONGO,1.9477,,,-58.0,Net balance calculated from submitted values.,RGI50-16.00543
2003,1503,BO,ZONGO,1.9301,,,-86.0,Net balance calculated from submitted values.,RGI50-16.00543
2004,1503,BO,ZONGO,1.9192,,,-521.0,Net balance calculated from submitted values.,RGI50-16.00543
2005,1503,BO,ZONGO,1.8857,,,-1559.0,Net balance calculated from submitted values.,RGI50-16.00543
2006,1503,BO,ZONGO,1.8809043999999997,,,-196.0,,RGI50-16.00543
2007,1503,BO,ZONGO,1.8707383000000002,,,-173.0,,RGI50-16.00543
2008,1503,BO,ZONGO,1.8708,,,257.0,,RGI50-16.00543
2009,1503,BO,ZONGO,1.9261291,,,-545.0,,RGI50-16.00543
2010,1503,BO,ZONGO,1.91,,,-671.0,,RGI50-16.00543
2011,1503,BO,ZONGO,1.904,,,-221.0,,RGI50-16.00543
2012,1503,BO,ZONGO,1.897634,,,-823.0,,RGI50-16.00543
2013,1503,BO,ZONGO,1.8953748,,,58.0,,RGI50-16.00543
2014,1503,BO,ZONGO,1.8931200000000001,,,-97.0,,RGI50-16.00543
2015,1503,BO,ZONGO,1.8891299,,,368.0,,RGI50-16.00543
2016,1503,BO,ZONGO,1.8331,,,-1024.0,Calculated from reported values.,RGI50-16.00543
2017,1503,BO,ZONGO,1.8261,,,-237.0,Calculated from reported values.,RGI50-16.00543
