YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1965,41,CA,PLACE,3.98,1580.0,-2230.0,-680.0,Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -514. Net balance also reported as -650.,RGI60-02.01104
1966,41,CA,PLACE,3.96,2020.0,-1910.0,114.0,Dyurgerov M. (2002).,RGI60-02.01104
1967,41,CA,PLACE,3.967,2100.0,-3310.0,-1213.0,Dyurgerov M. (2002),RGI60-02.01104
1968,41,CA,PLACE,3.967,2320.0,-2450.0,-131.0,Dyurgerov M. (2002),RGI60-02.01104
1969,41,CA,PLACE,3.967,2050.0,-2260.0,-210.0,Dyurgerov M. (2002),RGI60-02.01104
1970,41,CA,PLACE,3.967,1430.0,-2940.0,-1510.0,Dyurgerov M. (2002),RGI60-02.01104
1971,41,CA,PLACE,3.96,2040.0,-2390.0,-343.0,Dyurgerov M. (2002).,RGI60-02.01104
1972,41,CA,PLACE,3.89,1760.0,-2100.0,-344.0,Dyurgerov M. (2002),RGI60-02.01104
1973,41,CA,PLACE,,,,-299.0,,RGI60-02.01104
1974,41,CA,PLACE,,,,562.0,,RGI60-02.01104
1975,41,CA,PLACE,3.96,,,-238.0,Area from table SECTION.,RGI60-02.01104
1976,41,CA,PLACE,3.881,2431.0,-1554.0,877.0,,RGI60-02.01104
1977,41,CA,PLACE,3.861,1323.0,-2550.0,-1227.0,,RGI60-02.01104
1978,41,CA,PLACE,3.809,1730.0,-2163.0,-433.0,,RGI60-02.01104
1979,41,CA,PLACE,3.809,1072.0,-3284.0,-2212.0,,RGI60-02.01104
1980,41,CA,PLACE,3.788,1496.0,-2419.0,-923.0,,RGI60-02.01104
1981,41,CA,PLACE,3.76,1550.0,-2640.0,-1093.0,,RGI60-02.01104
1982,41,CA,PLACE,3.76,2010.0,-2760.0,-754.0,,RGI60-02.01104
1983,41,CA,PLACE,3.71,1740.0,-2180.0,-441.0,,RGI60-02.01104
1984,41,CA,PLACE,3.7,1720.0,-2060.0,-337.0,,RGI60-02.01104
1985,41,CA,PLACE,3.7,1220.0,-3110.0,-1882.0,,RGI60-02.01104
1986,41,CA,PLACE,3.7,1664.0,-2977.0,-1312.0,,RGI60-02.01104
1987,41,CA,PLACE,3.67,1935.0,-2800.0,-845.0,,RGI60-02.01104
1988,41,CA,PLACE,3.65,1541.0,-2501.0,-969.0,,RGI60-02.01104
1989,41,CA,PLACE,3.63,1469.0,-2480.0,-1040.0,,RGI60-02.01104
1990,41,CA,PLACE,,,,-938.0,,RGI60-02.01104
1991,41,CA,PLACE,3.45,,,-990.0,,RGI60-02.01104
1992,41,CA,PLACE,3.45,,,-790.0,,RGI60-02.01104
1993,41,CA,PLACE,3.45,,,-2280.0,,RGI60-02.01104
1994,41,CA,PLACE,3.45,1601.0,-3611.0,-2010.0,,RGI60-02.01104
1995,41,CA,PLACE,3.45,1143.0,-3629.0,-2486.0,,RGI60-02.01104
1996,41,CA,PLACE,,,,-221.0,,RGI60-02.01104
1997,41,CA,PLACE,,,,-888.0,,RGI60-02.01104
1998,41,CA,PLACE,,,,-2450.0,,RGI60-02.01104
1999,41,CA,PLACE,,,,620.0,,RGI60-02.01104
2000,41,CA,PLACE,,,,130.0,,RGI60-02.01104
2001,41,CA,PLACE,,,,-760.0,,RGI60-02.01104
2002,41,CA,PLACE,,,,-123.0,Data from GMBB No. 8.,RGI60-02.01104
2003,41,CA,PLACE,,,,-995.0,Data from GMBB No. 8.,RGI60-02.01104
2004,41,CA,PLACE,3.174,,,-2210.0,,RGI60-02.01104
2005,41,CA,PLACE,3.174,,,-1295.0,,RGI60-02.01104
2006,41,CA,PLACE,,,,-1900.0,,RGI60-02.01104
2007,41,CA,PLACE,,,,-150.0,,RGI60-02.01104
2008,41,CA,PLACE,,,,-490.0,,RGI60-02.01104
2009,41,CA,PLACE,,,,-1500.0,,RGI60-02.01104
2010,41,CA,PLACE,,,,80.0,,RGI60-02.01104
2011,41,CA,PLACE,,,,355.0,,RGI60-02.01104
2012,41,CA,PLACE,,,,120.0,,RGI60-02.01104
2013,41,CA,PLACE,,,,-2300.0,,RGI60-02.01104
2015,41,CA,PLACE,,,,-1590.0,,RGI60-02.01104
2016,41,CA,PLACE,,,,-1330.0,,RGI60-02.01104
2017,41,CA,PLACE,,1816.0,-2634.0,-819.0,,RGI60-02.01104
2018,41,CA,PLACE,,1760.0,-3330.0,-1560.0,,RGI60-02.01104
2019,41,CA,PLACE,,1290.0,-3020.0,-1730.0,,RGI60-02.01104
