YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2009,2763,CO,RITACUBA BLANCO,0.3619999,,,-1195.0,,RGI60-16.01383
2010,2763,CO,RITACUBA BLANCO,0.3619999,,,-570.0,,RGI60-16.01383
2011,2763,CO,RITACUBA BLANCO,0.3619999,,,-42.0,,RGI60-16.01383
2012,2763,CO,RITACUBA BLANCO,0.3619999,,,860.0,,RGI60-16.01383
2013,2763,CO,RITACUBA BLANCO,0.362088,,,-861.0,Calculated from submitted values.,RGI60-16.01383
2014,2763,CO,RITACUBA BLANCO,0.362088,,,-27.0,Calculated from submitted values.,RGI60-16.01383
2015,2763,CO,RITACUBA BLANCO,0.362088,,,-884.0,Calculated from submitted values.,RGI60-16.01383
2016,2763,CO,RITACUBA BLANCO,0.362088,,,-514.0,Calculated from submitted values.,RGI60-16.01383
2017,2763,CO,RITACUBA BLANCO,0.362088,,,339.0,Calculated from submitted values.,RGI60-16.01383
2018,2763,CO,RITACUBA BLANCO,0.362,,,656.0,calculated from submitted values,RGI60-16.01383
2019,2763,CO,RITACUBA BLANCO,0.362,,,384.0,,RGI60-16.01383
