YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1987,1456,SJ,KONGSVEGEN,,923.0,-388.0,535.0,,RGI50-07.01481
1988,1456,SJ,KONGSVEGEN,,743.0,-796.0,-52.0,,RGI50-07.01481
1989,1456,SJ,KONGSVEGEN,,554.0,-705.0,-150.0,,RGI50-07.01481
1990,1456,SJ,KONGSVEGEN,,811.0,-1116.0,-305.0,,RGI50-07.01481
1991,1456,SJ,KONGSVEGEN,101.9,880.0,-450.0,430.0,,RGI50-07.01481
1992,1456,SJ,KONGSVEGEN,101.9,920.0,-600.0,320.0,,RGI50-07.01481
1993,1456,SJ,KONGSVEGEN,101.9,740.0,-1120.0,-380.0,,RGI50-07.01481
1994,1456,SJ,KONGSVEGEN,101.9,1000.0,-500.0,500.0,,RGI50-07.01481
1995,1456,SJ,KONGSVEGEN,101.9,640.0,-890.0,-350.0,,RGI50-07.01481
1996,1456,SJ,KONGSVEGEN,101.9,1156.0,-772.0,384.0,,RGI50-07.01481
1997,1456,SJ,KONGSVEGEN,101.9,724.0,-622.0,102.0,,RGI50-07.01481
1998,1456,SJ,KONGSVEGEN,101.9,468.0,-1163.0,-695.0,,RGI50-07.01481
1999,1456,SJ,KONGSVEGEN,101.9,572.0,-722.0,-150.0,,RGI50-07.01481
2000,1456,SJ,KONGSVEGEN,101.9,527.0,-196.0,331.0,,RGI50-07.01481
2001,1456,SJ,KONGSVEGEN,101.9,593.0,-1084.0,-491.0,,RGI50-07.01481
2002,1456,SJ,KONGSVEGEN,101.9,701.0,-914.0,-213.0,,RGI50-07.01481
2003,1456,SJ,KONGSVEGEN,101.9,625.0,-961.0,-336.0,,RGI50-07.01481
2004,1456,SJ,KONGSVEGEN,101.9,510.0,-1250.0,-740.0,,RGI50-07.01481
2005,1456,SJ,KONGSVEGEN,101.9,489.0,-946.0,-457.0,,RGI50-07.01481
2006,1456,SJ,KONGSVEGEN,101.9,990.0,-972.0,18.0,,RGI50-07.01481
2007,1456,SJ,KONGSVEGEN,101.9,687.0,-777.0,-90.0,,RGI50-07.01481
2008,1456,SJ,KONGSVEGEN,101.9,733.0,-315.0,418.0,,RGI50-07.01481
2009,1456,SJ,KONGSVEGEN,101.9,632.0,-709.0,-78.0,,RGI50-07.01481
2010,1456,SJ,KONGSVEGEN,101.9,,,130.0,,RGI50-07.01481
2011,1456,SJ,KONGSVEGEN,101.9,528.0,-962.0,-434.0,,RGI50-07.01481
2012,1456,SJ,KONGSVEGEN,101.9,693.0,-486.0,208.0,,RGI50-07.01481
2013,1456,SJ,KONGSVEGEN,,320.0,-1010.0,-690.0,,RGI50-07.01481
2014,1456,SJ,KONGSVEGEN,,620.0,-480.0,140.0,,RGI50-07.01481
2015,1456,SJ,KONGSVEGEN,,760.0,-920.0,-160.0,,RGI50-07.01481
2016,1456,SJ,KONGSVEGEN,,540.0,-860.0,-320.0,,RGI50-07.01481
2017,1456,SJ,KONGSVEGEN,,660.0,-630.0,30.0,,RGI50-07.01481
