YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1979,240,GL,VALHALTINDE,,630.0,-640.0,-10.0,
1980,240,GL,VALHALTINDE,,450.0,-670.0,-220.0,
1981,240,GL,VALHALTINDE,1.9,570.0,-1070.0,-500.0,
1982,240,GL,VALHALTINDE,1.9,280.0,-550.0,-270.0,
1983,240,GL,VALHALTINDE,1.9,550.0,-380.0,170.0,
