YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1953,491,HINTEREIS FERNER,-540.0,RGI50-11.00897
1954,491,HINTEREIS FERNER,-286.0,RGI50-11.00897
1955,491,HINTEREIS FERNER,76.0,RGI50-11.00897
1956,491,HINTEREIS FERNER,-275.0,RGI50-11.00897
1957,491,HINTEREIS FERNER,-189.0,RGI50-11.00897
1958,491,HINTEREIS FERNER,-981.0,RGI50-11.00897
1959,491,HINTEREIS FERNER,-763.0,RGI50-11.00897
1960,491,HINTEREIS FERNER,-62.0,RGI50-11.00897
1961,491,HINTEREIS FERNER,-205.0,RGI50-11.00897
1962,491,HINTEREIS FERNER,-696.0,RGI50-11.00897
1963,491,HINTEREIS FERNER,-603.0,RGI50-11.00897
1964,491,HINTEREIS FERNER,-1244.0,RGI50-11.00897
1965,491,HINTEREIS FERNER,925.0,RGI50-11.00897
1966,491,HINTEREIS FERNER,344.0,RGI50-11.00897
1967,491,HINTEREIS FERNER,20.0,RGI50-11.00897
1968,491,HINTEREIS FERNER,338.0,RGI50-11.00897
1969,491,HINTEREIS FERNER,-431.0,RGI50-11.00897
1970,491,HINTEREIS FERNER,-552.0,RGI50-11.00897
1971,491,HINTEREIS FERNER,-600.0,RGI50-11.00897
1972,491,HINTEREIS FERNER,-74.0,RGI50-11.00897
1973,491,HINTEREIS FERNER,-1229.0,RGI50-11.00897
1974,491,HINTEREIS FERNER,55.0,RGI50-11.00897
1975,491,HINTEREIS FERNER,65.0,RGI50-11.00897
1976,491,HINTEREIS FERNER,-314.0,RGI50-11.00897
1977,491,HINTEREIS FERNER,760.0,RGI50-11.00897
1978,491,HINTEREIS FERNER,411.0,RGI50-11.00897
1979,491,HINTEREIS FERNER,-219.0,RGI50-11.00897
1980,491,HINTEREIS FERNER,-50.0,RGI50-11.00897
1981,491,HINTEREIS FERNER,-173.0,RGI50-11.00897
1982,491,HINTEREIS FERNER,-1240.0,RGI50-11.00897
1983,491,HINTEREIS FERNER,-580.0,RGI50-11.00897
1984,491,HINTEREIS FERNER,32.0,RGI50-11.00897
1985,491,HINTEREIS FERNER,-574.0,RGI50-11.00897
1986,491,HINTEREIS FERNER,-732.0,RGI50-11.00897
1987,491,HINTEREIS FERNER,-717.0,RGI50-11.00897
1988,491,HINTEREIS FERNER,-945.0,RGI50-11.00897
1989,491,HINTEREIS FERNER,-637.0,RGI50-11.00897
1990,491,HINTEREIS FERNER,-995.0,RGI50-11.00897
1991,491,HINTEREIS FERNER,-1325.0,RGI50-11.00897
1992,491,HINTEREIS FERNER,-1120.0,RGI50-11.00897
1993,491,HINTEREIS FERNER,-570.0,RGI50-11.00897
1994,491,HINTEREIS FERNER,-1110.0,RGI50-11.00897
1995,491,HINTEREIS FERNER,-460.0,RGI50-11.00897
1996,491,HINTEREIS FERNER,-827.0,RGI50-11.00897
1997,491,HINTEREIS FERNER,-591.0,RGI50-11.00897
1998,491,HINTEREIS FERNER,-1232.0,RGI50-11.00897
1999,491,HINTEREIS FERNER,-861.0,RGI50-11.00897
2000,491,HINTEREIS FERNER,-633.0,RGI50-11.00897
2001,491,HINTEREIS FERNER,-173.0,RGI50-11.00897
2002,491,HINTEREIS FERNER,-647.0,RGI50-11.00897
2003,491,HINTEREIS FERNER,-1814.0,RGI50-11.00897
2004,491,HINTEREIS FERNER,-667.0,RGI50-11.00897
2005,491,HINTEREIS FERNER,-1061.0,RGI50-11.00897
2006,491,HINTEREIS FERNER,-1516.0,RGI50-11.00897
2007,491,HINTEREIS FERNER,-1798.0,RGI50-11.00897
2008,491,HINTEREIS FERNER,-1235.0,RGI50-11.00897
2009,491,HINTEREIS FERNER,-1182.0,RGI50-11.00897
2010,491,HINTEREIS FERNER,-820.0,RGI50-11.00897
2011,491,HINTEREIS FERNER,-1419.0,RGI50-11.00897
2012,491,HINTEREIS FERNER,-1561.0,RGI50-11.00897
2013,491,HINTEREIS FERNER,-510.0,RGI50-11.00897
2014,491,HINTEREIS FERNER,-122.0,RGI50-11.00897
