YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1964,287,STORE SUPPHELLEBREEN,700.0,RGI50-08.02504
1965,287,STORE SUPPHELLEBREEN,560.0,RGI50-08.02504
1966,287,STORE SUPPHELLEBREEN,-770.0,RGI50-08.02504
1967,287,STORE SUPPHELLEBREEN,1220.0,RGI50-08.02504
1973,287,STORE SUPPHELLEBREEN,1500.0,RGI50-08.02504
1974,287,STORE SUPPHELLEBREEN,800.0,RGI50-08.02504
1975,287,STORE SUPPHELLEBREEN,1000.0,RGI50-08.02504
1979,287,STORE SUPPHELLEBREEN,1100.0,RGI50-08.02504
1980,287,STORE SUPPHELLEBREEN,-1400.0,RGI50-08.02504
1981,287,STORE SUPPHELLEBREEN,200.0,RGI50-08.02504
1982,287,STORE SUPPHELLEBREEN,-1700.0,RGI50-08.02504
