YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1958,730,RU,IGAN,,1150.0,-1452.0,-300.0,,RGI50-10.05087
1959,730,RU,IGAN,,2650.0,-3000.0,-350.0,,RGI50-10.05087
1960,730,RU,IGAN,,1400.0,-2080.0,-680.0,,RGI50-10.05087
1961,730,RU,IGAN,,2200.0,-2460.0,-260.0,,RGI50-10.05087
1962,730,RU,IGAN,,3200.0,-3200.0,0.0,,RGI50-10.05087
1963,730,RU,IGAN,,2100.0,-3370.0,-1270.0,,RGI50-10.05087
1964,730,RU,IGAN,,1000.0,-2000.0,-1000.0,,RGI50-10.05087
1965,730,RU,IGAN,,2500.0,-3160.0,-660.0,,RGI50-10.05087
1966,730,RU,IGAN,,1750.0,-1950.0,-200.0,,RGI50-10.05087
1967,730,RU,IGAN,,3140.0,-2830.0,310.0,,RGI50-10.05087
1968,730,RU,IGAN,,3410.0,-920.0,2490.0,,RGI50-10.05087
1969,730,RU,IGAN,,1420.0,-2000.0,-580.0,,RGI50-10.05087
1970,730,RU,IGAN,,1780.0,-1770.0,10.0,,RGI50-10.05087
1971,730,RU,IGAN,,1840.0,-1980.0,-140.0,,RGI50-10.05087
1972,730,RU,IGAN,,2910.0,-2530.0,380.0,,RGI50-10.05087
1973,730,RU,IGAN,,3000.0,-2680.0,320.0,,RGI50-10.05087
1974,730,RU,IGAN,,2190.0,-3120.0,-930.0,,RGI50-10.05087
1975,730,RU,IGAN,,2720.0,-1800.0,920.0,,RGI50-10.05087
1976,730,RU,IGAN,0.81,2510.0,-3830.0,-1320.0,,RGI50-10.05087
1977,730,RU,IGAN,0.81,2360.0,-4020.0,-1660.0,,RGI50-10.05087
1978,730,RU,IGAN,0.81,3250.0,-2360.0,890.0,,RGI50-10.05087
1979,730,RU,IGAN,,2550.0,-2920.0,-370.0,,RGI50-10.05087
1980,730,RU,IGAN,,,,1020.0,,RGI50-10.05087
1981,730,RU,IGAN,,,,-1110.0,,RGI50-10.05087
