YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1984,76,US,COLUMBIA (2057),,,,210.0,,RGI60-02.18415
1985,76,US,COLUMBIA (2057),,,,-310.0,,RGI60-02.18415
1986,76,US,COLUMBIA (2057),0.9,,,-200.0,,RGI60-02.18415
1987,76,US,COLUMBIA (2057),0.9,,,-630.0,,RGI60-02.18415
1988,76,US,COLUMBIA (2057),0.9,,,140.0,,RGI60-02.18415
1989,76,US,COLUMBIA (2057),0.9,,,-90.0,,RGI60-02.18415
1990,76,US,COLUMBIA (2057),0.9,,,-60.0,,RGI60-02.18415
1991,76,US,COLUMBIA (2057),,,,380.0,,RGI60-02.18415
1992,76,US,COLUMBIA (2057),,,,-1850.0,,RGI60-02.18415
1993,76,US,COLUMBIA (2057),,,,-900.0,,RGI60-02.18415
1994,76,US,COLUMBIA (2057),,,,-960.0,,RGI60-02.18415
1995,76,US,COLUMBIA (2057),,,,-450.0,,RGI60-02.18415
1996,76,US,COLUMBIA (2057),,,,-620.0,,RGI60-02.18415
1997,76,US,COLUMBIA (2057),,,,350.0,,RGI60-02.18415
1998,76,US,COLUMBIA (2057),,,,-1460.0,,RGI60-02.18415
1999,76,US,COLUMBIA (2057),0.9,,,1750.0,,RGI60-02.18415
2000,76,US,COLUMBIA (2057),,,,400.0,,RGI60-02.18415
2001,76,US,COLUMBIA (2057),,,,-1520.0,,RGI60-02.18415
2002,76,US,COLUMBIA (2057),0.91,,,600.0,,RGI60-02.18415
2003,76,US,COLUMBIA (2057),0.91,,,-1170.0,,RGI60-02.18415
2004,76,US,COLUMBIA (2057),,,,-1830.0,,RGI60-02.18415
2005,76,US,COLUMBIA (2057),,,,-3210.0,,RGI60-02.18415
2006,76,US,COLUMBIA (2057),0.9,,,-980.0,LB: 1450; UB: 1750,RGI60-02.18415
2007,76,US,COLUMBIA (2057),0.9,,,-370.0,LB: 1450; UB: 1750,RGI60-02.18415
2008,76,US,COLUMBIA (2057),,,,940.0,Elevation range reported: 1450-1750.,RGI60-02.18415
2009,76,US,COLUMBIA (2057),,,,-900.0,,RGI60-02.18415
2010,76,US,COLUMBIA (2057),,,,-210.0,,RGI60-02.18415
2011,76,US,COLUMBIA (2057),,,,1470.0,Lower and upper boundary of altitude interval was given as 1450 and 1750,RGI60-02.18415
2012,76,US,COLUMBIA (2057),,,,380.0,Glacier elevation range reported as: 1450/1750 m asl,RGI60-02.18415
2013,76,US,COLUMBIA (2057),0.84,,,-780.0,,RGI60-02.18415
2014,76,US,COLUMBIA (2057),0.84,,,-500.0,,RGI60-02.18415
2015,76,US,COLUMBIA (2057),0.82,,,-3480.0,,RGI60-02.18415
2016,76,US,COLUMBIA (2057),,,,-1180.0,Elevation range: 1455/1725 m asl.,RGI60-02.18415
2017,76,US,COLUMBIA (2057),0.79,,,-750.0,,RGI60-02.18415
2018,76,US,COLUMBIA (2057),0.77,,,-630.0,,RGI60-02.18415
2019,76,US,COLUMBIA (2057),0.73,,,-1870.0,,RGI60-02.18415
2020,76,US,COLUMBIA (2057),0.73,,,-892.0,,RGI60-02.18415
