YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1986,322,NO,HANSEBREEN,3.0659999,2159.0,-2859.0,-700.0,Homogenized,RGI60-08.02650
1987,322,NO,HANSEBREEN,3.0659999,3503.0,-2621.0,881.0,Homogenized,RGI60-08.02650
1988,322,NO,HANSEBREEN,3.0659999,2475.0,-5227.0,-2751.0,Homogenized,RGI60-08.02650
1989,322,NO,HANSEBREEN,3.0659999,4363.0,-3403.0,960.0,Calibrated,RGI60-08.02650
1990,322,NO,HANSEBREEN,3.0659999,4360.0,-3870.0,490.0,Calibrated,RGI60-08.02650
1991,322,NO,HANSEBREEN,3.0659999,3212.0,-2732.0,479.0,Calibrated,RGI60-08.02650
1992,322,NO,HANSEBREEN,3.0659999,4553.0,-3306.0,1247.0,Calibrated,RGI60-08.02650
1993,322,NO,HANSEBREEN,3.1809998999999998,4501.0,-3016.0,1485.0,Calibrated,RGI60-08.02650
1994,322,NO,HANSEBREEN,3.1809998999999998,3531.0,-2594.0,936.0,Calibrated,RGI60-08.02650
1995,322,NO,HANSEBREEN,3.1809998999999998,4621.0,-3531.0,1090.0,Calibrated,RGI60-08.02650
1996,322,NO,HANSEBREEN,3.1809998999999998,1919.0,-3155.0,-1236.0,Calibrated,RGI60-08.02650
1997,322,NO,HANSEBREEN,3.1809998999999998,3859.0,-3501.0,358.0,Calibrated,RGI60-08.02650
1998,322,NO,HANSEBREEN,3.1809998999999998,2924.0,-3635.0,-711.0,Calibrated,RGI60-08.02650
1999,322,NO,HANSEBREEN,3.1809998999999998,4162.0,-4307.0,-145.0,Calibrated,RGI60-08.02650
2000,322,NO,HANSEBREEN,3.1809998999999998,4466.0,-3917.0,549.0,Calibrated,RGI60-08.02650
2001,322,NO,HANSEBREEN,3.1809998999999998,1630.0,-4672.0,-3041.0,Calibrated,RGI60-08.02650
2002,322,NO,HANSEBREEN,3.1809998999999998,3427.0,-5564.0,-2136.0,Calibrated,RGI60-08.02650
2003,322,NO,HANSEBREEN,3.1809998999999998,2284.0,-5187.0,-2902.0,Calibrated,RGI60-08.02650
2004,322,NO,HANSEBREEN,2.75,2825.0,-3753.0,-927.0,Calibrated,RGI60-08.02650
2005,322,NO,HANSEBREEN,2.75,4388.0,-4770.0,-382.0,Calibrated,RGI60-08.02650
2006,322,NO,HANSEBREEN,2.75,2334.0,-6707.0,-4372.0,Calibrated,RGI60-08.02650
2007,322,NO,HANSEBREEN,2.75,3908.0,-3298.0,609.0,Calibrated,RGI60-08.02650
2008,322,NO,HANSEBREEN,2.75,4100.0,-3932.0,167.0,Calibrated,RGI60-08.02650
2009,322,NO,HANSEBREEN,2.75,3348.0,-4551.0,-1203.0,Calibrated,RGI60-08.02650
2010,322,NO,HANSEBREEN,2.75,2000.0,-4505.0,-2504.0,Calibrated,RGI60-08.02650
2011,322,NO,HANSEBREEN,2.75,3426.0,-4679.0,-1252.0,Original,RGI60-08.02650
2012,322,NO,HANSEBREEN,2.75,3613.0,-2790.0,822.0,Original,RGI60-08.02650
2013,322,NO,HANSEBREEN,2.75,2840.0,-4528.0,-1687.0,Original,RGI60-08.02650
2014,322,NO,HANSEBREEN,2.75,3540.0,-5654.0,-2114.0,Original,RGI60-08.02650
2015,322,NO,HANSEBREEN,2.75,4076.0,-3069.0,1007.0,Original,RGI60-08.02650
2016,322,NO,HANSEBREEN,2.75,3815.0,-5119.0,-1304.0,,RGI60-08.02650
