YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1978,226,YANAMAREY,-1500.0,RGI50-16.02086
1979,226,YANAMAREY,-1500.0,RGI50-16.02086
1980,226,YANAMAREY,-1500.0,RGI50-16.02086
1981,226,YANAMAREY,-1500.0,RGI50-16.02086
1982,226,YANAMAREY,-1500.0,RGI50-16.02086
1983,226,YANAMAREY,-1500.0,RGI50-16.02086
1984,226,YANAMAREY,-1500.0,RGI50-16.02086
1985,226,YANAMAREY,-1500.0,RGI50-16.02086
1986,226,YANAMAREY,-1500.0,RGI50-16.02086
1987,226,YANAMAREY,-1500.0,RGI50-16.02086
1988,226,YANAMAREY,-1500.0,RGI50-16.02086
2005,226,YANAMAREY,-1962.0,RGI50-16.02086
2006,226,YANAMAREY,-1712.0,RGI50-16.02086
2007,226,YANAMAREY,-1532.0,RGI50-16.02086
2008,226,YANAMAREY,89.0,RGI50-16.02086
2009,226,YANAMAREY,-525.0,RGI50-16.02086
2010,226,YANAMAREY,-182.0,RGI50-16.02086
2012,226,YANAMAREY,-1261.0,RGI50-16.02086
2013,226,YANAMAREY,-1246.0,RGI50-16.02086
