YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2006,3479,SJ,NORDENSKIOELDBREEN,,575.0,-545.0,30.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2007,3479,SJ,NORDENSKIOELDBREEN,,463.0,-564.0,-101.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2008,3479,SJ,NORDENSKIOELDBREEN,,542.0,-396.0,146.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2009,3479,SJ,NORDENSKIOELDBREEN,,414.0,-660.0,-246.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2010,3479,SJ,NORDENSKIOELDBREEN,,453.0,-392.0,61.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2011,3479,SJ,NORDENSKIOELDBREEN,,362.0,-850.0,-488.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2012,3479,SJ,NORDENSKIOELDBREEN,,638.0,-351.0,287.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2013,3479,SJ,NORDENSKIOELDBREEN,,432.0,-747.0,-315.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2014,3479,SJ,NORDENSKIOELDBREEN,,417.0,-299.0,118.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2015,3479,SJ,NORDENSKIOELDBREEN,,504.0,-864.0,-360.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2016,3479,SJ,NORDENSKIOELDBREEN,,525.0,-508.0,16.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2017,3479,SJ,NORDENSKIOELDBREEN,,587.0,-283.0,304.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2018,3479,SJ,NORDENSKIOELDBREEN,,416.0,-721.0,-305.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
2019,3479,SJ,NORDENSKIOELDBREEN,,534.0,-641.0,-107.0,Glacier-averaged balance - based on spring observations,RGI50-07.00570
