YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1949,302,NO,STORBREEN,5.73,2280.0,-2080.0,200.0,Original,RGI60-08.00312
1950,302,NO,STORBREEN,5.73,1520.0,-1810.0,-290.0,Original,RGI60-08.00312
1951,302,NO,STORBREEN,5.73,1130.0,-1670.0,-540.0,Original,RGI60-08.00312
1952,302,NO,STORBREEN,5.73,1440.0,-1130.0,310.0,Original,RGI60-08.00312
1953,302,NO,STORBREEN,5.73,1400.0,-2250.0,-850.0,Original,RGI60-08.00312
1954,302,NO,STORBREEN,5.73,1210.0,-1980.0,-770.0,Original,RGI60-08.00312
1955,302,NO,STORBREEN,5.73,1570.0,-2060.0,-490.0,Original,RGI60-08.00312
1956,302,NO,STORBREEN,5.73,1310.0,-1480.0,-170.0,Original,RGI60-08.00312
1957,302,NO,STORBREEN,5.73,1420.0,-1370.0,50.0,Original,RGI60-08.00312
1958,302,NO,STORBREEN,5.73,1540.0,-1620.0,-80.0,Original,RGI60-08.00312
1959,302,NO,STORBREEN,5.73,1070.0,-2350.0,-1280.0,Original,RGI60-08.00312
1960,302,NO,STORBREEN,5.73,980.0,-2070.0,-1090.0,Original,RGI60-08.00312
1961,302,NO,STORBREEN,5.73,1100.0,-1620.0,-520.0,Original,RGI60-08.00312
1962,302,NO,STORBREEN,5.73,1540.0,-820.0,720.0,Original,RGI60-08.00312
1963,302,NO,STORBREEN,5.73,960.0,-2140.0,-1180.0,Original,RGI60-08.00312
1964,302,NO,STORBREEN,5.73,1160.0,-950.0,210.0,Original,RGI60-08.00312
1965,302,NO,STORBREEN,5.73,1540.0,-1200.0,340.0,Original,RGI60-08.00312
1966,302,NO,STORBREEN,5.73,1250.0,-1860.0,-610.0,Original,RGI60-08.00312
1967,302,NO,STORBREEN,5.73,1890.0,-1170.0,720.0,Original,RGI60-08.00312
1968,302,NO,STORBREEN,5.5999999,1640.0,-1590.0,50.0,Original,RGI60-08.00312
1969,302,NO,STORBREEN,5.5999999,1220.0,-2640.0,-1420.0,Original,RGI60-08.00312
1970,302,NO,STORBREEN,5.5999999,970.0,-1690.0,-720.0,Original,RGI60-08.00312
1971,302,NO,STORBREEN,5.5999999,1460.0,-1280.0,180.0,Original,RGI60-08.00312
1972,302,NO,STORBREEN,5.5999999,1390.0,-1700.0,-310.0,Original,RGI60-08.00312
1973,302,NO,STORBREEN,5.5999999,1480.0,-1400.0,80.0,Original,RGI60-08.00312
1974,302,NO,STORBREEN,5.5999999,1260.0,-1020.0,240.0,Original,RGI60-08.00312
1975,302,NO,STORBREEN,5.5999999,1550.0,-1700.0,-150.0,Original,RGI60-08.00312
1976,302,NO,STORBREEN,5.5999999,1810.0,-1900.0,-90.0,Original,RGI60-08.00312
1977,302,NO,STORBREEN,5.5999999,940.0,-1480.0,-540.0,Original,RGI60-08.00312
1978,302,NO,STORBREEN,5.5999999,1260.0,-1700.0,-440.0,Original,RGI60-08.00312
1979,302,NO,STORBREEN,5.5999999,1550.0,-1450.0,100.0,Original,RGI60-08.00312
1980,302,NO,STORBREEN,5.5999999,990.0,-2300.0,-1310.0,Original,RGI60-08.00312
1981,302,NO,STORBREEN,5.5999999,1300.0,-1400.0,-100.0,Original,RGI60-08.00312
1982,302,NO,STORBREEN,5.5999999,1280.0,-1750.0,-470.0,Original,RGI60-08.00312
1983,302,NO,STORBREEN,5.5999999,1900.0,-1700.0,200.0,Original,RGI60-08.00312
1984,302,NO,STORBREEN,5.3499999,1700.0,-2000.0,-300.0,Original,RGI60-08.00312
1985,302,NO,STORBREEN,5.3499999,1200.0,-1600.0,-400.0,Original,RGI60-08.00312
1986,302,NO,STORBREEN,5.3499999,1050.0,-1370.0,-320.0,Original,RGI60-08.00312
1987,302,NO,STORBREEN,5.2600002,1550.0,-1230.0,320.0,Original,RGI60-08.00312
1988,302,NO,STORBREEN,5.2600002,1450.0,-2400.0,-950.0,Original,RGI60-08.00312
1989,302,NO,STORBREEN,5.2600002,2300.0,-1100.0,1200.0,Original,RGI60-08.00312
1990,302,NO,STORBREEN,5.25,2595.0,-1341.0,1254.0,Original,RGI60-08.00312
