YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1976,354,FR,ARGENTIERE,,,,-1036.0,Reanalysed mass-balances series.,RGI50-11.02835
1977,354,FR,ARGENTIERE,,,,395.0,Reanalysed mass-balances series.,RGI50-11.02835
1978,354,FR,ARGENTIERE,,,,514.0,Reanalysed mass-balances series.,RGI50-11.02835
1979,354,FR,ARGENTIERE,,,,-142.0,Reanalysed mass-balances series.,RGI50-11.02835
1980,354,FR,ARGENTIERE,,,,441.0,Reanalysed mass-balances series.,RGI50-11.02835
1981,354,FR,ARGENTIERE,,,,-494.0,Reanalysed mass-balances series.,RGI50-11.02835
1982,354,FR,ARGENTIERE,,,,-169.0,Reanalysed mass-balances series.,RGI50-11.02835
1983,354,FR,ARGENTIERE,,,,-368.0,Reanalysed mass-balances series.,RGI50-11.02835
1984,354,FR,ARGENTIERE,,,,-90.0,Reanalysed mass-balances series.,RGI50-11.02835
1985,354,FR,ARGENTIERE,,,,387.0,Reanalysed mass-balances series.,RGI50-11.02835
1986,354,FR,ARGENTIERE,,,,-913.0,Reanalysed mass-balances series.,RGI50-11.02835
1987,354,FR,ARGENTIERE,,,,9.0,Reanalysed mass-balances series.,RGI50-11.02835
1988,354,FR,ARGENTIERE,,,,-827.0,Reanalysed mass-balances series.,RGI50-11.02835
1989,354,FR,ARGENTIERE,,,,-701.0,Reanalysed mass-balances series.,RGI50-11.02835
1990,354,FR,ARGENTIERE,,,,-1146.0,Reanalysed mass-balances series.,RGI50-11.02835
1991,354,FR,ARGENTIERE,,,,-1306.0,Reanalysed mass-balances series.,RGI50-11.02835
1992,354,FR,ARGENTIERE,,,,-802.0,Reanalysed mass-balances series.,RGI50-11.02835
1993,354,FR,ARGENTIERE,,,,-225.0,Reanalysed mass-balances series.,RGI50-11.02835
1994,354,FR,ARGENTIERE,,,,-515.0,Reanalysed mass-balances series.,RGI50-11.02835
1995,354,FR,ARGENTIERE,,,,392.0,Reanalysed mass-balances series.,RGI50-11.02835
1996,354,FR,ARGENTIERE,,,,-431.0,Reanalysed mass-balances series.,RGI50-11.02835
1997,354,FR,ARGENTIERE,,,,-531.0,Reanalysed mass-balances series.,RGI50-11.02835
1998,354,FR,ARGENTIERE,,,,-1268.0,Reanalysed mass-balances series.,RGI50-11.02835
1999,354,FR,ARGENTIERE,,,,-240.0,Reanalysed mass-balances series.,RGI50-11.02835
2000,354,FR,ARGENTIERE,,,,-1234.0,Reanalysed mass-balances series.,RGI50-11.02835
2001,354,FR,ARGENTIERE,,,,324.0,Reanalysed mass-balances series.,RGI50-11.02835
2002,354,FR,ARGENTIERE,,,,-1181.0,Reanalysed mass-balances series.,RGI50-11.02835
2003,354,FR,ARGENTIERE,,,,-1914.0,Reanalysed mass-balances series.,RGI50-11.02835
2004,354,FR,ARGENTIERE,,,,-1163.0,Reanalysed mass-balances series.,RGI50-11.02835
2005,354,FR,ARGENTIERE,,,,-1711.0,Reanalysed mass-balances series.,RGI50-11.02835
2006,354,FR,ARGENTIERE,,,,-1214.0,Reanalysed mass-balances series.,RGI50-11.02835
2007,354,FR,ARGENTIERE,,,,-468.0,Reanalysed mass-balances series.,RGI50-11.02835
2008,354,FR,ARGENTIERE,,,,-1171.0,Reanalysed mass-balances series.,RGI50-11.02835
2009,354,FR,ARGENTIERE,,,,-2022.0,Reanalysed mass-balances series.,RGI50-11.02835
2010,354,FR,ARGENTIERE,,,,-563.0,Reanalysed mass-balances series.,RGI50-11.02835
2011,354,FR,ARGENTIERE,,,,-1711.0,Reanalysed mass-balances series.,RGI50-11.02835
2012,354,FR,ARGENTIERE,,,,-1475.0,Reanalysed mass-balances series.,RGI50-11.02835
2013,354,FR,ARGENTIERE,,,,-544.0,Reanalysed mass-balances series.,RGI50-11.02835
2014,354,FR,ARGENTIERE,,,,-691.0,Reanalysed mass-balances series.,RGI50-11.02835
2015,354,FR,ARGENTIERE,,,,-2239.0,Reanalysed mass-balances series.,RGI50-11.02835
2016,354,FR,ARGENTIERE,,,,-567.0,Reanalysed mass-balances series.,RGI50-11.02835
2017,354,FR,ARGENTIERE,,,,-1436.0,Reanalysed mass-balances series.,RGI50-11.02835
2018,354,FR,ARGENTIERE,,,,-1408.0,Reanalysed mass-balances series.,RGI50-11.02835
2019,354,FR,ARGENTIERE,,,,-1428.0,Reanalysed mass-balances series.,RGI50-11.02835
2020,354,FR,ARGENTIERE,,,,-1000.0,preliminary value.,RGI50-11.02835
