YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1957,817,KZ,TS.TUYUKSUYSKIY,,,,-150.0,
1958,817,KZ,TS.TUYUKSUYSKIY,,,,330.0,
1959,817,KZ,TS.TUYUKSUYSKIY,,,,-420.0,
1960,817,KZ,TS.TUYUKSUYSKIY,,,,-100.0,
1961,817,KZ,TS.TUYUKSUYSKIY,,,,-560.0,
1962,817,KZ,TS.TUYUKSUYSKIY,,,,-690.0,
1963,817,KZ,TS.TUYUKSUYSKIY,,,,440.0,
1964,817,KZ,TS.TUYUKSUYSKIY,,,,520.0,
1965,817,KZ,TS.TUYUKSUYSKIY,3.17,1162.0,-1185.0,-20.0,Seasonal balances calculated from submitted values.
1966,817,KZ,TS.TUYUKSUYSKIY,3.17,1133.0,-1070.0,60.0,Seasonal balances calculated from submitted values.
1967,817,KZ,TS.TUYUKSUYSKIY,3.16,1284.0,-1052.0,230.0,Seasonal balances calculated from submitted values.
1968,817,KZ,TS.TUYUKSUYSKIY,,,,-780.0,
1969,817,KZ,TS.TUYUKSUYSKIY,3.15,1210.0,-998.0,210.0,Seasonal balances calculated from submitted values.
1970,817,KZ,TS.TUYUKSUYSKIY,3.14,1146.0,-1014.0,120.0,Seasonal balances calculated from submitted values.
1971,817,KZ,TS.TUYUKSUYSKIY,3.14,990.0,-1317.0,-330.0,Seasonal balances calculated from submitted values.
1972,817,KZ,TS.TUYUKSUYSKIY,3.14,946.0,-842.0,130.0,Seasonal balances calculated from submitted values.
1973,817,KZ,TS.TUYUKSUYSKIY,3.14,1005.0,-1315.0,-300.0,Seasonal balances calculated from submitted values.
1974,817,KZ,TS.TUYUKSUYSKIY,3.14,787.0,-1409.0,-620.0,Seasonal balances calculated from submitted values.
1975,817,KZ,TS.TUYUKSUYSKIY,3.14,950.0,-1400.0,-450.0,
1976,817,KZ,TS.TUYUKSUYSKIY,3.14,510.0,-1230.0,-720.0,
1977,817,KZ,TS.TUYUKSUYSKIY,3.1,480.0,-1580.0,-1100.0,
1978,817,KZ,TS.TUYUKSUYSKIY,3.1,350.0,-1830.0,-1480.0,
1979,817,KZ,TS.TUYUKSUYSKIY,3.1,700.0,-1220.0,-520.0,
1980,817,KZ,TS.TUYUKSUYSKIY,3.02,560.0,-1190.0,-630.0,
1981,817,KZ,TS.TUYUKSUYSKIY,3.02,660.0,-550.0,110.0,
1982,817,KZ,TS.TUYUKSUYSKIY,3.02,460.0,-1090.0,-630.0,
1983,817,KZ,TS.TUYUKSUYSKIY,3.02,680.0,-1220.0,-540.0,
1984,817,KZ,TS.TUYUKSUYSKIY,3.02,400.0,-1650.0,-1250.0,
1985,817,KZ,TS.TUYUKSUYSKIY,3.02,500.0,-1050.0,-550.0,
1986,817,KZ,TS.TUYUKSUYSKIY,2.86,1130.0,-1650.0,-520.0,
1987,817,KZ,TS.TUYUKSUYSKIY,2.86,930.0,-1270.0,-340.0,
1988,817,KZ,TS.TUYUKSUYSKIY,2.8,1090.0,-1700.0,-610.0,
1989,817,KZ,TS.TUYUKSUYSKIY,2.8,820.0,-1280.0,-460.0,
1990,817,KZ,TS.TUYUKSUYSKIY,2.75,920.0,-1880.0,-960.0,
1991,817,KZ,TS.TUYUKSUYSKIY,2.72,270.0,-1370.0,-1100.0,
1992,817,KZ,TS.TUYUKSUYSKIY,2.68,550.0,-790.0,-240.0,
1993,817,KZ,TS.TUYUKSUYSKIY,2.679,585.0,17.0,602.0,
1994,817,KZ,TS.TUYUKSUYSKIY,2.672,570.0,-1013.0,-443.0,
1995,817,KZ,TS.TUYUKSUYSKIY,2.665,279.0,-866.0,-587.0,
1996,817,KZ,TS.TUYUKSUYSKIY,2.62,476.0,-932.0,-456.0,
1997,817,KZ,TS.TUYUKSUYSKIY,2.585,391.0,-1858.0,-1467.0,
1998,817,KZ,TS.TUYUKSUYSKIY,2.568,618.0,-977.0,-359.0,
1999,817,KZ,TS.TUYUKSUYSKIY,2.561,469.0,-699.0,-230.0,
2000,817,KZ,TS.TUYUKSUYSKIY,2.549,787.0,-900.0,-113.0,
2001,817,KZ,TS.TUYUKSUYSKIY,2.534,643.0,-1198.0,-555.0,
2002,817,KZ,TS.TUYUKSUYSKIY,2.534,740.0,-1042.0,-302.0,
2003,817,KZ,TS.TUYUKSUYSKIY,2.534,556.0,-197.0,359.0,
2004,817,KZ,TS.TUYUKSUYSKIY,2.626,580.0,-518.0,62.0,
2005,817,KZ,TS.TUYUKSUYSKIY,2.525,735.0,-1075.0,-340.0,
2006,817,KZ,TS.TUYUKSUYSKIY,2.513,687.0,-1656.0,-969.0,
2007,817,KZ,TS.TUYUKSUYSKIY,2.4717,538.0,-1453.0,-915.0,
2008,817,KZ,TS.TUYUKSUYSKIY,2.451,411.0,-1768.0,-1357.0,
2009,817,KZ,TS.TUYUKSUYSKIY,2.451,626.0,-420.0,206.0,
2010,817,KZ,TS.TUYUKSUYSKIY,2.446,887.0,-855.0,32.0,
2011,817,KZ,TS.TUYUKSUYSKIY,2.314,584.0,-897.0,-314.0,
2012,817,KZ,TS.TUYUKSUYSKIY,2.2967624,414.0,-1437.0,-1023.0,
2013,817,KZ,TS.TUYUKSUYSKIY,2.2899119999999997,466.0,-806.0,-340.0,
2014,817,KZ,TS.TUYUKSUYSKIY,2.276,195.0,-1283.0,-1088.0,
2015,817,KZ,TS.TUYUKSUYSKIY,2.272,654.0,-1407.0,-756.0,
2016,817,KZ,TS.TUYUKSUYSKIY,,,,561.0,
