YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1963,857,CN,SHUIGUANHE NO.4,1.4,,,-53.0,
1976,857,CN,SHUIGUANHE NO.4,1.36,,,276.0,
1977,857,CN,SHUIGUANHE NO.4,1.36,,,74.0,
