YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1987,1456,KONGSVEGEN,535.0,RGI50-07.01481
1988,1456,KONGSVEGEN,-52.0,RGI50-07.01481
1989,1456,KONGSVEGEN,-150.0,RGI50-07.01481
1990,1456,KONGSVEGEN,-305.0,RGI50-07.01481
1991,1456,KONGSVEGEN,430.0,RGI50-07.01481
1992,1456,KONGSVEGEN,320.0,RGI50-07.01481
1993,1456,KONGSVEGEN,-380.0,RGI50-07.01481
1994,1456,KONGSVEGEN,500.0,RGI50-07.01481
1995,1456,KONGSVEGEN,-350.0,RGI50-07.01481
1996,1456,KONGSVEGEN,384.0,RGI50-07.01481
1997,1456,KONGSVEGEN,102.0,RGI50-07.01481
1998,1456,KONGSVEGEN,-695.0,RGI50-07.01481
1999,1456,KONGSVEGEN,-150.0,RGI50-07.01481
2000,1456,KONGSVEGEN,331.0,RGI50-07.01481
2001,1456,KONGSVEGEN,-491.0,RGI50-07.01481
2002,1456,KONGSVEGEN,-213.0,RGI50-07.01481
2003,1456,KONGSVEGEN,-336.0,RGI50-07.01481
2004,1456,KONGSVEGEN,-740.0,RGI50-07.01481
2005,1456,KONGSVEGEN,-457.0,RGI50-07.01481
2006,1456,KONGSVEGEN,18.0,RGI50-07.01481
2007,1456,KONGSVEGEN,-90.0,RGI50-07.01481
2008,1456,KONGSVEGEN,418.0,RGI50-07.01481
2009,1456,KONGSVEGEN,-78.0,RGI50-07.01481
2010,1456,KONGSVEGEN,130.0,RGI50-07.01481
2011,1456,KONGSVEGEN,-434.0,RGI50-07.01481
2012,1456,KONGSVEGEN,208.0,RGI50-07.01481
2013,1456,KONGSVEGEN,-690.0,RGI50-07.01481
2014,1456,KONGSVEGEN,116.0,RGI50-07.01481
