YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1971,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.6,123.0,-584.0,-461.0,,RGI50-13.06974
1984,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.241,361.0,-1709.0,-1348.0,Data from Dyurgerov M. (2002). ,RGI50-13.06974
1989,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.248,699.0,-1198.0,-499.0,Data from Dyurgerov M. (2002). ,RGI50-13.06974
1990,781,KG,BATYSH SOOK/SYEK ZAPADNIY,,,,-676.0,,RGI50-13.06974
1991,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.25,,,-527.0,,RGI50-13.06974
2011,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.1292,151.0,-521.0,-371.0,fixed period (1.10 - 31.9),RGI50-13.06974
2012,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.1292,206.0,-676.0,-470.0,fixed period (1.10 - 31.9),RGI50-13.06974
2013,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.12,143.0,-506.0,-363.0,fixed period (1.10 - 31.9),RGI50-13.06974
2014,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.1076,59.0,-517.0,-459.0,fixed period (1.10 - 31.9),RGI50-13.06974
2015,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.1076,208.0,-1029.0,-822.0,fixed period (1.10 - 31.9),RGI50-13.06974
2016,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.1076,214.0,-639.0,-425.0,fixed period (1.10 - 31.9),RGI50-13.06974
2017,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.1076,165.0,-1038.0,-872.0,fixed period (1.10 - 31.9),RGI50-13.06974
2018,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.0144,341.0,-1085.0,-743.0,fixed period (1.10 - 31.9),RGI50-13.06974
2019,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.11,1318.0,-2367.0,-1048.0,,RGI50-13.06974
2020,781,KG,BATYSH SOOK/SYEK ZAPADNIY,1.11,218.0,-214.0,4.0,,RGI50-13.06974
