YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1985,805,KG,SARY TOR (NO.356),3.61,491.0,-625.0,-134.0,,RGI60-13.08055
1986,805,KG,SARY TOR (NO.356),3.61,491.0,-634.0,-143.0,,RGI60-13.08055
1987,805,KG,SARY TOR (NO.356),3.61,625.0,-405.0,220.0,,RGI60-13.08055
1988,805,KG,SARY TOR (NO.356),3.61,466.0,-919.0,-453.0,,RGI60-13.08055
1989,805,KG,SARY TOR (NO.356),3.61,400.0,-567.0,-167.0,,RGI60-13.08055
2015,805,KG,SARY TOR (NO.356),2.648,420.0,-1240.0,-820.0,,RGI60-13.08055
2016,805,KG,SARY TOR (NO.356),2.648,420.0,-1210.0,-790.0,,RGI60-13.08055
2017,805,KG,SARY TOR (NO.356),2.644,180.0,-1660.0,-1340.0,,RGI60-13.08055
2018,805,KG,SARY TOR (NO.356),2.644,330.0,-870.0,-540.0,,RGI60-13.08055
2019,805,KG,SARY TOR (NO.356),2.644,290.0,-1140.0,-850.0,,RGI60-13.08055
2020,805,KG,SARY TOR (NO.356),2.421,300.0,-310.0,-10.0,,RGI60-13.08055
