YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1993,1665,SILVER,-57.0,RGI50-02.01464
1994,1665,SILVER,-185.0,RGI50-02.01464
1995,1665,SILVER,436.0,RGI50-02.01464
1996,1665,SILVER,888.0,RGI50-02.01464
1997,1665,SILVER,630.0,RGI50-02.01464
1998,1665,SILVER,-70.0,RGI50-02.01464
1999,1665,SILVER,1490.0,RGI50-02.01464
2000,1665,SILVER,1010.0,RGI50-02.01464
2001,1665,SILVER,-1220.0,RGI50-02.01464
2002,1665,SILVER,-147.0,RGI50-02.01464
2003,1665,SILVER,-1421.0,RGI50-02.01464
2004,1665,SILVER,-563.0,RGI50-02.01464
2005,1665,SILVER,-1490.0,RGI50-02.01464
2006,1665,SILVER,-1010.0,RGI50-02.01464
2007,1665,SILVER,-650.0,RGI50-02.01464
2008,1665,SILVER,260.0,RGI50-02.01464
2009,1665,SILVER,-1990.0,RGI50-02.01464
2010,1665,SILVER,550.0,RGI50-02.01464
2011,1665,SILVER,730.0,RGI50-02.01464
2012,1665,SILVER,420.0,RGI50-02.01464
2013,1665,SILVER,-360.0,RGI50-02.01464
