YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1969,753,GOLUBIN,-130.0,RGI50-13.11609
1970,753,GOLUBIN,150.0,RGI50-13.11609
1971,753,GOLUBIN,-90.0,RGI50-13.11609
1972,753,GOLUBIN,-140.0,RGI50-13.11609
1973,753,GOLUBIN,-140.0,RGI50-13.11609
1974,753,GOLUBIN,-462.0,RGI50-13.11609
1975,753,GOLUBIN,-240.0,RGI50-13.11609
1976,753,GOLUBIN,-400.0,RGI50-13.11609
1977,753,GOLUBIN,-320.0,RGI50-13.11609
1978,753,GOLUBIN,-450.0,RGI50-13.11609
1979,753,GOLUBIN,-360.0,RGI50-13.11609
1980,753,GOLUBIN,-500.0,RGI50-13.11609
1981,753,GOLUBIN,150.0,RGI50-13.11609
1982,753,GOLUBIN,-210.0,RGI50-13.11609
1983,753,GOLUBIN,-222.0,RGI50-13.11609
1984,753,GOLUBIN,-485.0,RGI50-13.11609
1985,753,GOLUBIN,-557.0,RGI50-13.11609
1986,753,GOLUBIN,-372.0,RGI50-13.11609
1987,753,GOLUBIN,152.0,RGI50-13.11609
1988,753,GOLUBIN,-432.0,RGI50-13.11609
1989,753,GOLUBIN,-422.0,RGI50-13.11609
1990,753,GOLUBIN,-590.0,RGI50-13.11609
1991,753,GOLUBIN,-573.0,RGI50-13.11609
1992,753,GOLUBIN,-454.0,RGI50-13.11609
1993,753,GOLUBIN,-276.0,RGI50-13.11609
1994,753,GOLUBIN,-501.0,RGI50-13.11609
2011,753,GOLUBIN,70.0,RGI50-13.11609
2012,753,GOLUBIN,-94.0,RGI50-13.11609
2013,753,GOLUBIN,77.0,RGI50-13.11609
