YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1989,323,NO,LANGFJORDJOEKELEN,3.621,2377.0,-2976.0,-599.0,Homogenized,RGI60-08.01258
1990,323,NO,LANGFJORDJOEKELEN,3.621,2598.0,-2976.0,-378.0,Homogenized,RGI60-08.01258
1991,323,NO,LANGFJORDJOEKELEN,3.621,2250.0,-2291.0,-40.0,Homogenized,RGI60-08.01258
1992,323,NO,LANGFJORDJOEKELEN,3.621,2582.0,-2365.0,217.0,Homogenized,RGI60-08.01258
1993,323,NO,LANGFJORDJOEKELEN,3.621,2492.0,-2344.0,147.0,Homogenized,RGI60-08.01258
1996,323,NO,LANGFJORDJOEKELEN,3.621,2228.0,-2241.0,-12.0,Homogenized,RGI60-08.01258
1997,323,NO,LANGFJORDJOEKELEN,3.621,2765.0,-3428.0,-663.0,Homogenized,RGI60-08.01258
1998,323,NO,LANGFJORDJOEKELEN,3.621,1805.0,-3274.0,-1469.0,Homogenized,RGI60-08.01258
1999,323,NO,LANGFJORDJOEKELEN,3.621,1331.0,-3015.0,-1684.0,Homogenized,RGI60-08.01258
2000,323,NO,LANGFJORDJOEKELEN,3.621,2526.0,-3047.0,-521.0,Homogenized,RGI60-08.01258
2001,323,NO,LANGFJORDJOEKELEN,3.621,1456.0,-3640.0,-2183.0,Homogenized,RGI60-08.01258
2002,323,NO,LANGFJORDJOEKELEN,3.216,2355.0,-3666.0,-1311.0,Homogenized,RGI60-08.01258
2003,323,NO,LANGFJORDJOEKELEN,3.216,2445.0,-3391.0,-946.0,Homogenized,RGI60-08.01258
2004,323,NO,LANGFJORDJOEKELEN,3.216,1812.0,-3500.0,-1688.0,Homogenized,RGI60-08.01258
2005,323,NO,LANGFJORDJOEKELEN,3.216,1948.0,-2970.0,-1021.0,Homogenized,RGI60-08.01258
2006,323,NO,LANGFJORDJOEKELEN,3.216,1394.0,-3592.0,-2197.0,Homogenized,RGI60-08.01258
2007,323,NO,LANGFJORDJOEKELEN,3.216,2146.0,-2786.0,-640.0,Homogenized,RGI60-08.01258
2008,323,NO,LANGFJORDJOEKELEN,3.216,1582.0,-2011.0,-429.0,Homogenized,RGI60-08.01258
2009,323,NO,LANGFJORDJOEKELEN,3.216,1933.0,-3245.0,-1312.0,Homogenized,RGI60-08.01258
2010,323,NO,LANGFJORDJOEKELEN,3.216,1894.0,-2642.0,-748.0,Original,RGI60-08.01258
2011,323,NO,LANGFJORDJOEKELEN,3.216,2295.0,-3552.0,-1256.0,Original,RGI60-08.01258
2012,323,NO,LANGFJORDJOEKELEN,3.216,1365.0,-2126.0,-760.0,Original,RGI60-08.01258
2013,323,NO,LANGFJORDJOEKELEN,3.216,2075.0,-4690.0,-2614.0,Original,RGI60-08.01258
2014,323,NO,LANGFJORDJOEKELEN,3.216,2359.0,-3139.0,-780.0,Original,RGI60-08.01258
2015,323,NO,LANGFJORDJOEKELEN,3.216,1884.0,-2682.0,-797.0,Original,RGI60-08.01258
2016,323,NO,LANGFJORDJOEKELEN,3.21,1662.0,-3326.0,-1664.0,,RGI60-08.01258
2017,323,NO,LANGFJORDJOEKELEN,3.216,2084.0,-2351.0,-267.0,,RGI60-08.01258
