YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
2002,2867,OSSOUE,-850.0,RGI50-11.03841
2003,2867,OSSOUE,-880.0,RGI50-11.03841
2004,2867,OSSOUE,-1220.0,RGI50-11.03841
2005,2867,OSSOUE,-2490.0,RGI50-11.03841
2006,2867,OSSOUE,-2710.0,RGI50-11.03841
2007,2867,OSSOUE,-1380.0,RGI50-11.03841
2008,2867,OSSOUE,-120.0,RGI50-11.03841
2009,2867,OSSOUE,-1630.0,RGI50-11.03841
2010,2867,OSSOUE,-480.0,RGI50-11.03841
2011,2867,OSSOUE,-2460.0,RGI50-11.03841
2012,2867,OSSOUE,-3410.0,RGI50-11.03841
2013,2867,OSSOUE,240.0,RGI50-11.03841
