YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1953,507,AT,KESSELWAND F.,,,,-438.0,,RGI50-11.00787
1954,507,AT,KESSELWAND F.,,,,-145.0,,RGI50-11.00787
1955,507,AT,KESSELWAND F.,,,,245.0,,RGI50-11.00787
1956,507,AT,KESSELWAND F.,,,,291.0,,RGI50-11.00787
1957,507,AT,KESSELWAND F.,,,,118.0,,RGI50-11.00787
1958,507,AT,KESSELWAND F.,,,,-438.0,,RGI50-11.00787
1959,507,AT,KESSELWAND F.,,,,-557.0,,RGI50-11.00787
1960,507,AT,KESSELWAND F.,,,,118.0,,RGI50-11.00787
1961,507,AT,KESSELWAND F.,,,,271.0,,RGI50-11.00787
1962,507,AT,KESSELWAND F.,,,,-416.0,,RGI50-11.00787
1963,507,AT,KESSELWAND F.,,,,-406.0,,RGI50-11.00787
1964,507,AT,KESSELWAND F.,,,,-537.0,,RGI50-11.00787
1965,507,AT,KESSELWAND F.,,,,1040.0,,RGI50-11.00787
1966,507,AT,KESSELWAND F.,,,,594.0,,RGI50-11.00787
1967,507,AT,KESSELWAND F.,3.935,,,299.0,Dyurgerov M. (2002),RGI50-11.00787
1968,507,AT,KESSELWAND F.,3.935,,,464.0,Dyurgerov M. (2002):Net balance also reported as 452.,RGI50-11.00787
1969,507,AT,KESSELWAND F.,3.935,,,-152.0,Dyurgerov M. (2002).,RGI50-11.00787
1970,507,AT,KESSELWAND F.,3.935,,,0.0,Dyurgerov M. (2002),RGI50-11.00787
1971,507,AT,KESSELWAND F.,3.941,,,46.0,,RGI50-11.00787
1972,507,AT,KESSELWAND F.,3.941,,,368.0,,RGI50-11.00787
1973,507,AT,KESSELWAND F.,4.246,,,-380.0,,RGI50-11.00787
1974,507,AT,KESSELWAND F.,4.258,,,573.0,,RGI50-11.00787
1975,507,AT,KESSELWAND F.,4.258,,,369.0,,RGI50-11.00787
1976,507,AT,KESSELWAND F.,4.28,,,-37.0,,RGI50-11.00787
1977,507,AT,KESSELWAND F.,4.28,,,701.0,,RGI50-11.00787
1978,507,AT,KESSELWAND F.,4.38,,,423.0,,RGI50-11.00787
1979,507,AT,KESSELWAND F.,4.42,,,66.0,,RGI50-11.00787
1980,507,AT,KESSELWAND F.,4.44,,,162.0,,RGI50-11.00787
1981,507,AT,KESSELWAND F.,4.45,,,161.0,,RGI50-11.00787
1982,507,AT,KESSELWAND F.,4.45,,,-620.0,,RGI50-11.00787
1983,507,AT,KESSELWAND F.,4.45,,,-182.0,,RGI50-11.00787
1984,507,AT,KESSELWAND F.,4.44,,,178.0,,RGI50-11.00787
1985,507,AT,KESSELWAND F.,4.45,,,-8.0,,RGI50-11.00787
1986,507,AT,KESSELWAND F.,4.44,,,-494.0,,RGI50-11.00787
1987,507,AT,KESSELWAND F.,4.44,,,-243.0,,RGI50-11.00787
1988,507,AT,KESSELWAND F.,4.44,,,-265.0,,RGI50-11.00787
1989,507,AT,KESSELWAND F.,4.44,,,-151.0,,RGI50-11.00787
1990,507,AT,KESSELWAND F.,4.43,,,-242.0,,RGI50-11.00787
1991,507,AT,KESSELWAND F.,4.432,,,-849.0,,RGI50-11.00787
1992,507,AT,KESSELWAND F.,4.43,,,-410.0,,RGI50-11.00787
1993,507,AT,KESSELWAND F.,4.406,,,120.0,Net balance also reported as -75.,RGI50-11.00787
1994,507,AT,KESSELWAND F.,4.373,,,-830.0,,RGI50-11.00787
1995,507,AT,KESSELWAND F.,4.291,,,140.0,,RGI50-11.00787
1996,507,AT,KESSELWAND F.,4.285,,,-111.0,,RGI50-11.00787
1997,507,AT,KESSELWAND F.,4.261,,,11.0,,RGI50-11.00787
1998,507,AT,KESSELWAND F.,4.238,,,-604.0,,RGI50-11.00787
