YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1956,393,CH,KESSJEN,0.62187,1234.0,-1476.0,-242.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1957,393,CH,KESSJEN,0.61562,1098.0,-1079.0,19.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1958,393,CH,KESSJEN,0.61375,1478.0,-1901.0,-423.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1959,393,CH,KESSJEN,0.61125,1353.0,-2044.0,-691.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1960,393,CH,KESSJEN,0.61,1287.0,-1297.0,-10.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1961,393,CH,KESSJEN,0.60875,1754.0,-1723.0,31.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1962,393,CH,KESSJEN,0.6081300000000001,1260.0,-1682.0,-422.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1963,393,CH,KESSJEN,0.6056199999999999,1442.0,-1382.0,60.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1964,393,CH,KESSJEN,0.60438,1376.0,-2120.0,-744.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1965,393,CH,KESSJEN,0.60188,881.0,-941.0,-60.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1966,393,CH,KESSJEN,0.59937,1661.0,-1415.0,246.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1967,393,CH,KESSJEN,0.5768800000000001,1334.0,-714.0,620.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1968,393,CH,KESSJEN,0.56312,789.0,-1347.0,-558.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1969,393,CH,KESSJEN,0.5625,1641.0,-1376.0,265.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1970,393,CH,KESSJEN,0.55937,1613.0,-1931.0,-318.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1971,393,CH,KESSJEN,0.55812,1384.0,-1640.0,-256.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1972,393,CH,KESSJEN,0.5556300000000001,1134.0,-826.0,308.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1973,393,CH,KESSJEN,0.55188,983.0,-1940.0,-957.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1974,393,CH,KESSJEN,0.5481199999999999,1354.0,-1577.0,-223.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1975,393,CH,KESSJEN,0.5456300000000001,1521.0,-1386.0,135.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1976,393,CH,KESSJEN,0.54438,1038.0,-1524.0,-486.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1977,393,CH,KESSJEN,0.54125,2780.0,-1084.0,1696.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1978,393,CH,KESSJEN,0.54125,2064.0,-819.0,1245.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1979,393,CH,KESSJEN,0.53938,1176.0,-1496.0,-320.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1980,393,CH,KESSJEN,0.53875,1827.0,-925.0,902.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1981,393,CH,KESSJEN,0.53563,1376.0,-909.0,467.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1982,393,CH,KESSJEN,0.5243800000000001,1499.0,-2581.0,-1082.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1983,393,CH,KESSJEN,0.5193800000000001,1616.0,-2805.0,-1189.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1984,393,CH,KESSJEN,0.51625,1250.0,-1390.0,-140.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1985,393,CH,KESSJEN,0.51313,1717.0,-1919.0,-202.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1986,393,CH,KESSJEN,0.5118699999999999,1992.0,-2800.0,-808.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1987,393,CH,KESSJEN,0.50938,1172.0,-2179.0,-1007.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1988,393,CH,KESSJEN,0.50813,1404.0,-2459.0,-1055.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1989,393,CH,KESSJEN,0.50562,1392.0,-2153.0,-761.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1990,393,CH,KESSJEN,0.50062,1440.0,-2530.0,-1090.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1991,393,CH,KESSJEN,0.48125,1202.0,-3235.0,-2033.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1992,393,CH,KESSJEN,0.45625,1663.0,-1644.0,19.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1993,393,CH,KESSJEN,0.455,1299.0,-1104.0,195.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1994,393,CH,KESSJEN,0.455,1690.0,-2162.0,-472.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
1995,393,CH,KESSJEN,0.45375,1724.0,-1798.0,-74.0, Bs calculated from reported Bw and Ba.,RGI50-11.02682
