YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1976,856,QIYI,384.0,RGI50-13.32330
1977,856,QIYI,351.0,RGI50-13.32330
1984,856,QIYI,226.0,RGI50-13.32330
1985,856,QIYI,-31.0,RGI50-13.32330
1986,856,QIYI,-165.0,RGI50-13.32330
1987,856,QIYI,38.0,RGI50-13.32330
1988,856,QIYI,-49.0,RGI50-13.32330
2002,856,QIYI,-810.0,RGI50-13.32330
2003,856,QIYI,-361.0,RGI50-13.32330
2006,856,QIYI,-955.0,RGI50-13.32330
2007,856,QIYI,-513.0,RGI50-13.32330
2008,856,QIYI,-105.0,RGI50-13.32330
2009,856,QIYI,-74.0,RGI50-13.32330
2010,856,QIYI,-648.0,RGI50-13.32330
