YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2001,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,-10.0,Multi-annual observation (-20 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2002,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,-10.0,Multi-annual observation (-20 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2006,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,-237.0,,RGI50-13.41896
2007,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,956.0,,RGI50-13.41896
2008,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,79.0,,RGI50-13.41896
2009,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,110.0,Multi-annual observation (220 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2010,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,110.0,Multi-annual observation (220 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2011,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,50.0,Multi-annual observation (200 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2012,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,50.0,Multi-annual observation (200 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2013,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,50.0,Multi-annual observation (200 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
2014,3992,CN,MUZTAG ATA (GLACIER NO. 15),,,,50.0,Multi-annual observation (200 mm w.e.) evenly distributed to corresponding years.,RGI50-13.41896
