YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1957,812,MOLODEZHNIY,90.0,RGI50-13.08781
1958,812,MOLODEZHNIY,410.0,RGI50-13.08781
1959,812,MOLODEZHNIY,-110.0,RGI50-13.08781
1960,812,MOLODEZHNIY,160.0,RGI50-13.08781
1961,812,MOLODEZHNIY,-60.0,RGI50-13.08781
1962,812,MOLODEZHNIY,-330.0,RGI50-13.08781
1963,812,MOLODEZHNIY,360.0,RGI50-13.08781
1964,812,MOLODEZHNIY,460.0,RGI50-13.08781
1976,812,MOLODEZHNIY,-700.0,RGI50-13.08781
1977,812,MOLODEZHNIY,-1220.0,RGI50-13.08781
1978,812,MOLODEZHNIY,-2030.0,RGI50-13.08781
1979,812,MOLODEZHNIY,-391.0,RGI50-13.08781
1980,812,MOLODEZHNIY,-890.0,RGI50-13.08781
1981,812,MOLODEZHNIY,-120.0,RGI50-13.08781
1982,812,MOLODEZHNIY,-780.0,RGI50-13.08781
1983,812,MOLODEZHNIY,-670.0,RGI50-13.08781
1984,812,MOLODEZHNIY,-1420.0,RGI50-13.08781
1985,812,MOLODEZHNIY,-700.0,RGI50-13.08781
1986,812,MOLODEZHNIY,-660.0,RGI50-13.08781
1987,812,MOLODEZHNIY,-450.0,RGI50-13.08781
1988,812,MOLODEZHNIY,-750.0,RGI50-13.08781
1989,812,MOLODEZHNIY,-590.0,RGI50-13.08781
1990,812,MOLODEZHNIY,-1160.0,RGI50-13.08781
