YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1942,330,SE,KARSOJIETNA,,,,-750.0,,RGI60-08.00259
1943,330,SE,KARSOJIETNA,,,,-150.0,,RGI60-08.00259
1944,330,SE,KARSOJIETNA,,,,-40.0,,RGI60-08.00259
1946,330,SE,KARSOJIETNA,,,,-400.0,,RGI60-08.00259
1948,330,SE,KARSOJIETNA,,,,240.0,,RGI60-08.00259
1982,330,SE,KARSOJIETNA,1.43,1630.0,-1300.0,330.0,,RGI60-08.00259
1983,330,SE,KARSOJIETNA,1.43,1810.0,-1470.0,340.0,,RGI60-08.00259
1984,330,SE,KARSOJIETNA,1.43,2050.0,,,,RGI60-08.00259
1985,330,SE,KARSOJIETNA,1.43,1040.0,,,,RGI60-08.00259
1990,330,SE,KARSOJIETNA,1.21,2130.0,-1780.0,350.0,,RGI60-08.00259
1991,330,SE,KARSOJIETNA,1.23,1860.0,-1790.0,70.0,,RGI60-08.00259
1992,330,SE,KARSOJIETNA,1.23,2260.0,-1390.0,870.0,,RGI60-08.00259
1993,330,SE,KARSOJIETNA,1.23,2320.0,-1350.0,970.0,,RGI60-08.00259
