YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1962,795,RU,MALIY AKTRU,,1070.0,-1470.0,-400.0,,RGI50-10.01732
1963,795,RU,MALIY AKTRU,,710.0,-1050.0,-340.0,,RGI50-10.01732
1964,795,RU,MALIY AKTRU,,1170.0,-1450.0,-280.0,,RGI50-10.01732
1965,795,RU,MALIY AKTRU,,860.0,-1420.0,-560.0,,RGI50-10.01732
1966,795,RU,MALIY AKTRU,,1020.0,-1400.0,-380.0,,RGI50-10.01732
1967,795,RU,MALIY AKTRU,,1100.0,-810.0,290.0,,RGI50-10.01732
1968,795,RU,MALIY AKTRU,,940.0,-960.0,-20.0,,RGI50-10.01732
1969,795,RU,MALIY AKTRU,,1380.0,-1090.0,290.0,,RGI50-10.01732
1970,795,RU,MALIY AKTRU,3.81,1020.0,-900.0,120.0,"bn recalculated and corrected according to Dyurgerov, M. (2002):Net balance also reported as 77.",RGI50-10.01732
1971,795,RU,MALIY AKTRU,3.81,1080.0,-830.0,250.0,"bn recalculated and corrected according to Dyurgerov, M. (2002): Net balance 180.",RGI50-10.01732
1972,795,RU,MALIY AKTRU,3.81,1030.0,-960.0,70.0,"bn recalculated and corrected according to Dyurgerov, M. (2002): Net balance also reported as 11.",RGI50-10.01732
1973,795,RU,MALIY AKTRU,3.63,1090.0,-990.0,100.0,Dyurgerov M. (2002):Net balance also reported as 90.,RGI50-10.01732
1974,795,RU,MALIY AKTRU,3.63,890.0,-2360.0,-1470.0,Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn -738. Net balance also reported as -1560.,RGI50-10.01732
1975,795,RU,MALIY AKTRU,3.63,1350.0,-950.0,400.0,Dyurgerov M. (2002):Net balance also reported as 470.,RGI50-10.01732
1976,795,RU,MALIY AKTRU,3.63,95.0,-27.0,680.0,Dyurgerov M. (2002). (bw and bs from WGMS),RGI50-10.01732
1977,795,RU,MALIY AKTRU,3.63,101.0,-52.0,490.0,Dyurgerov M. (2002). (bw and bs from WGMS),RGI50-10.01732
1978,795,RU,MALIY AKTRU,3.63,57.0,-105.0,-410.0,Dyurgerov M. (2002): Net balance also reported as -480.,RGI50-10.01732
1979,795,RU,MALIY AKTRU,3.63,69.0,-127.0,-580.0,Dyurgerov M. (2002). (bw and bs from WGMS),RGI50-10.01732
1980,795,RU,MALIY AKTRU,3.63,86.0,-64.0,110.0,Dyurgerov M. (2002): (bw and bs from WGMS). Net balance also reported as 220.,RGI50-10.01732
1981,795,RU,MALIY AKTRU,2.86,900.0,-1210.0,-310.0,,RGI50-10.01732
1982,795,RU,MALIY AKTRU,2.86,800.0,-1460.0,-660.0,,RGI50-10.01732
1983,795,RU,MALIY AKTRU,2.86,1040.0,-890.0,150.0,,RGI50-10.01732
1984,795,RU,MALIY AKTRU,2.86,1130.0,-820.0,310.0,,RGI50-10.01732
1985,795,RU,MALIY AKTRU,2.86,1060.0,-820.0,240.0,,RGI50-10.01732
1986,795,RU,MALIY AKTRU,2.86,900.0,-860.0,40.0,,RGI50-10.01732
1987,795,RU,MALIY AKTRU,2.86,900.0,-730.0,170.0,,RGI50-10.01732
1988,795,RU,MALIY AKTRU,2.86,1160.0,-690.0,470.0,Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 670. (bw and bs from WGMS),RGI50-10.01732
1989,795,RU,MALIY AKTRU,2.86,1040.0,-820.0,220.0,Dyurgerov M. (2002): Mass balance versus altitude recalculated by Dyurgerov: bn 416. (bw and bs from WGMS),RGI50-10.01732
1990,795,RU,MALIY AKTRU,2.86,,,130.0,,RGI50-10.01732
1991,795,RU,MALIY AKTRU,2.73,560.0,-1100.0,-540.0,,RGI50-10.01732
1992,795,RU,MALIY AKTRU,2.73,530.0,-700.0,-170.0,,RGI50-10.01732
1993,795,RU,MALIY AKTRU,2.73,900.0,-560.0,340.0,,RGI50-10.01732
1994,795,RU,MALIY AKTRU,2.73,610.0,-760.0,-150.0,,RGI50-10.01732
1995,795,RU,MALIY AKTRU,2.73,810.0,-630.0,160.0,Net balance also reported as 180.,RGI50-10.01732
1996,795,RU,MALIY AKTRU,2.73,530.0,-660.0,-130.0,,RGI50-10.01732
1997,795,RU,MALIY AKTRU,2.73,660.0,-710.0,-50.0,,RGI50-10.01732
1998,795,RU,MALIY AKTRU,2.73,540.0,-1770.0,-1230.0,,RGI50-10.01732
1999,795,RU,MALIY AKTRU,2.73,630.0,-740.0,-110.0,,RGI50-10.01732
2000,795,RU,MALIY AKTRU,2.73,720.0,-930.0,-210.0,,RGI50-10.01732
2001,795,RU,MALIY AKTRU,,630.0,-820.0,-190.0,,RGI50-10.01732
2002,795,RU,MALIY AKTRU,,520.0,-930.0,-410.0,,RGI50-10.01732
2003,795,RU,MALIY AKTRU,,500.0,-870.0,-370.0,,RGI50-10.01732
2004,795,RU,MALIY AKTRU,,650.0,-800.0,-150.0,,RGI50-10.01732
2005,795,RU,MALIY AKTRU,,710.0,-550.0,160.0,,RGI50-10.01732
2006,795,RU,MALIY AKTRU,,,,-140.0,,RGI50-10.01732
2007,795,RU,MALIY AKTRU,,,,-340.0,,RGI50-10.01732
