YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1948,421,CH,LIMMERN,2.6325,1672.0,-841.0,831.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1949,421,CH,LIMMERN,2.62375,832.0,-2265.0,-1433.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1950,421,CH,LIMMERN,2.6175,1301.0,-3165.0,-1864.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1951,421,CH,LIMMERN,2.61,1731.0,-1483.0,248.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1952,421,CH,LIMMERN,2.6025,1432.0,-2264.0,-832.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1953,421,CH,LIMMERN,2.59625,1568.0,-1763.0,-195.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1954,421,CH,LIMMERN,2.59063,1030.0,-1108.0,-78.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1955,421,CH,LIMMERN,2.58688,1769.0,-1332.0,437.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1956,421,CH,LIMMERN,2.58125,1145.0,-1420.0,-275.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1957,421,CH,LIMMERN,2.57563,1099.0,-1109.0,-10.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1958,421,CH,LIMMERN,2.56875,1536.0,-2451.0,-915.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1959,421,CH,LIMMERN,2.49313,1237.0,-2255.0,-1018.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1960,421,CH,LIMMERN,2.61687,1307.0,-1377.0,-70.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1961,421,CH,LIMMERN,2.61563,1416.0,-1431.0,-15.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1962,421,CH,LIMMERN,2.61313,1493.0,-1952.0,-459.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1963,421,CH,LIMMERN,2.61187,1289.0,-2167.0,-878.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1964,421,CH,LIMMERN,2.61063,990.0,-2399.0,-1409.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1965,421,CH,LIMMERN,2.60812,1383.0,-756.0,627.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1966,421,CH,LIMMERN,2.60562,1825.0,-1179.0,646.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1967,421,CH,LIMMERN,2.60125,1614.0,-1428.0,186.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1968,421,CH,LIMMERN,2.6,1490.0,-894.0,596.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1969,421,CH,LIMMERN,2.6006299999999998,1058.0,-759.0,299.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1970,421,CH,LIMMERN,2.6,1853.0,-1789.0,64.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1971,421,CH,LIMMERN,2.59875,1049.0,-1980.0,-931.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1972,421,CH,LIMMERN,2.6006299999999998,885.0,-1013.0,-128.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1973,421,CH,LIMMERN,2.59875,1278.0,-1983.0,-705.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1974,421,CH,LIMMERN,2.6,1399.0,-1336.0,63.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1975,421,CH,LIMMERN,2.60125,1983.0,-1490.0,493.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1976,421,CH,LIMMERN,2.60125,984.0,-1750.0,-766.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1977,421,CH,LIMMERN,2.54562,1586.0,-1104.0,482.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1978,421,CH,LIMMERN,2.38313,1262.0,-680.0,582.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1979,421,CH,LIMMERN,2.38687,1150.0,-1228.0,-78.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1980,421,CH,LIMMERN,2.39562,1612.0,-1160.0,452.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1981,421,CH,LIMMERN,2.40188,1523.0,-1589.0,-66.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1982,421,CH,LIMMERN,2.40625,1737.0,-2226.0,-489.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1983,421,CH,LIMMERN,2.40813,1267.0,-1986.0,-719.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1984,421,CH,LIMMERN,2.40813,1338.0,-1583.0,-245.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
1985,421,CH,LIMMERN,2.40687,1510.0,-1141.0,369.0, Bs calculated from reported Bw and Ba.,RGI50-11.00918
