YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2005,3292,PE,ARTESONRAJU,3.25,,,-1548.0,,RGI50-16.02444
2006,3292,PE,ARTESONRAJU,3.2075816,,,-1679.0,,RGI50-16.02444
2007,3292,PE,ARTESONRAJU,3.2232611,,,-1522.0,,RGI50-16.02444
2008,3292,PE,ARTESONRAJU,3.2232726,,,471.0,,RGI50-16.02444
2009,3292,PE,ARTESONRAJU,3.05,,,-658.0,,RGI50-16.02444
2010,3292,PE,ARTESONRAJU,4.102,,,-1048.0,Calculated based on reported values for elevation boundaries.,RGI50-16.02444
2011,3292,PE,ARTESONRAJU,4.1687565,,,-517.0,,RGI50-16.02444
2012,3292,PE,ARTESONRAJU,2.47,,,-353.0,calculated from submitted values,RGI50-16.02444
2013,3292,PE,ARTESONRAJU,3.4317844,,,-448.0,,RGI50-16.02444
2014,3292,PE,ARTESONRAJU,3.6345,,,-341.0,,RGI50-16.02444
2015,3292,PE,ARTESONRAJU,3.6106789,,,-372.0,,RGI50-16.02444
2016,3292,PE,ARTESONRAJU,3.5903485,,,-1598.0,,RGI50-16.02444
2017,3292,PE,ARTESONRAJU,3.578,,,-736.0,,RGI50-16.02444
2018,3292,PE,ARTESONRAJU,3.5764566,,,-792.0,,RGI50-16.02444
2019,3292,PE,ARTESONRAJU,3.5559273,,,-1285.0,,RGI50-16.02444
