YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1987,667,IT,SFORZELLINA,0.42,,,-920.0,,RGI50-11.02214
1988,667,IT,SFORZELLINA,0.42,,,-970.0,,RGI50-11.02214
1989,667,IT,SFORZELLINA,0.42,,,-570.0,,RGI50-11.02214
1990,667,IT,SFORZELLINA,0.42,,,-1160.0,,RGI50-11.02214
1991,667,IT,SFORZELLINA,0.42,,,-1210.0,,RGI50-11.02214
1992,667,IT,SFORZELLINA,0.42,,,-770.0,,RGI50-11.02214
1993,667,IT,SFORZELLINA,0.42,,,-286.0,,RGI50-11.02214
1994,667,IT,SFORZELLINA,0.42,,,-712.0,,RGI50-11.02214
1995,667,IT,SFORZELLINA,0.42,,,-728.0,,RGI50-11.02214
1996,667,IT,SFORZELLINA,0.4,,,-816.0,,RGI50-11.02214
1997,667,IT,SFORZELLINA,0.4,,,-814.0,,RGI50-11.02214
1998,667,IT,SFORZELLINA,0.4,,,-1682.0,,RGI50-11.02214
1999,667,IT,SFORZELLINA,0.4,,,-1209.0,,RGI50-11.02214
2000,667,IT,SFORZELLINA,0.4,,,-1440.0,,RGI50-11.02214
2009,667,IT,SFORZELLINA,,,,-700.0,,RGI50-11.02214
2010,667,IT,SFORZELLINA,,,,-800.0,,RGI50-11.02214
2011,667,IT,SFORZELLINA,,,,-1700.0,,RGI50-11.02214
2012,667,IT,SFORZELLINA,,,,-1890.0,,RGI50-11.02214
2013,667,IT,SFORZELLINA,,,,-748.0,,RGI50-11.02214
