YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1976,810,ZOYA KOSMODEMYANSKAYA,-300.0,RGI50-13.08783
1977,810,ZOYA KOSMODEMYANSKAYA,-820.0,RGI50-13.08783
1978,810,ZOYA KOSMODEMYANSKAYA,-1220.0,RGI50-13.08783
1979,810,ZOYA KOSMODEMYANSKAYA,-130.0,RGI50-13.08783
1980,810,ZOYA KOSMODEMYANSKAYA,-230.0,RGI50-13.08783
1981,810,ZOYA KOSMODEMYANSKAYA,150.0,RGI50-13.08783
1982,810,ZOYA KOSMODEMYANSKAYA,-370.0,RGI50-13.08783
1983,810,ZOYA KOSMODEMYANSKAYA,-290.0,RGI50-13.08783
1984,810,ZOYA KOSMODEMYANSKAYA,-890.0,RGI50-13.08783
1985,810,ZOYA KOSMODEMYANSKAYA,-310.0,RGI50-13.08783
1986,810,ZOYA KOSMODEMYANSKAYA,-270.0,RGI50-13.08783
1987,810,ZOYA KOSMODEMYANSKAYA,-120.0,RGI50-13.08783
1988,810,ZOYA KOSMODEMYANSKAYA,-350.0,RGI50-13.08783
1989,810,ZOYA KOSMODEMYANSKAYA,-220.0,RGI50-13.08783
1990,810,ZOYA KOSMODEMYANSKAYA,-640.0,RGI50-13.08783
