YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1986,326,SE,TARFALAGLACIAEREN,0.86,2110.0,-2093.0,0.0,,RGI60-08.00210
1987,326,SE,TARFALAGLACIAEREN,0.86,1859.0,-975.0,900.0,,RGI60-08.00210
1988,326,SE,TARFALAGLACIAEREN,0.86,1590.0,-2880.0,-1290.0,,RGI60-08.00210
1989,326,SE,TARFALAGLACIAEREN,0.86,3100.0,-1870.0,1230.0,,RGI60-08.00210
1990,326,SE,TARFALAGLACIAEREN,0.86,2000.0,-1870.0,50.0,,RGI60-08.00210
1991,326,SE,TARFALAGLACIAEREN,0.86,1950.0,-1790.0,160.0,,RGI60-08.00210
1992,326,SE,TARFALAGLACIAEREN,0.86,2470.0,-1110.0,1360.0,,RGI60-08.00210
2000,326,SE,TARFALAGLACIAEREN,1.002,1970.0,-780.0,1190.0,,RGI60-08.00210
2001,326,SE,TARFALAGLACIAEREN,1.002,790.0,-1160.0,-370.0,,RGI60-08.00210
2003,326,SE,TARFALAGLACIAEREN,1.002,1745.0,-1833.0,-88.0,,RGI60-08.00210
2004,326,SE,TARFALAGLACIAEREN,1.006,1660.0,-2040.0,-380.0,,RGI60-08.00210
2005,326,SE,TARFALAGLACIAEREN,1.006,1370.0,-2300.0,-920.0,,RGI60-08.00210
2006,326,SE,TARFALAGLACIAEREN,1.0057,910.0,-3440.0,-2530.0,,RGI60-08.00210
2007,326,SE,TARFALAGLACIAEREN,1.0057,1490.0,-1270.0,210.0,,RGI60-08.00210
2008,326,SE,TARFALAGLACIAEREN,1.0057,1280.0,-1470.0,-200.0,,RGI60-08.00210
2009,326,SE,TARFALAGLACIAEREN,1.0057,1150.0,-2860.0,-1710.0,,RGI60-08.00210
2010,326,SE,TARFALAGLACIAEREN,1.0057,990.0,-2050.0,-1060.0,,RGI60-08.00210
2011,326,SE,TARFALAGLACIAEREN,1.0057,1080.0,-2900.0,-1820.0,,RGI60-08.00210
2012,326,SE,TARFALAGLACIAEREN,1.005112,1930.0,-1100.0,830.0,,RGI60-08.00210
2015,326,SE,TARFALAGLACIAEREN,1.0056999,1510.0,-900.0,610.0,,RGI60-08.00210
