YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1984,761,GARABASHI,340.0,RGI50-12.00161
1985,761,GARABASHI,-100.0,RGI50-12.00161
1986,761,GARABASHI,-640.0,RGI50-12.00161
1987,761,GARABASHI,410.0,RGI50-12.00161
1988,761,GARABASHI,270.0,RGI50-12.00161
1989,761,GARABASHI,30.0,RGI50-12.00161
1990,761,GARABASHI,90.0,RGI50-12.00161
1991,761,GARABASHI,-30.0,RGI50-12.00161
1992,761,GARABASHI,140.0,RGI50-12.00161
1993,761,GARABASHI,310.0,RGI50-12.00161
1994,761,GARABASHI,-430.0,RGI50-12.00161
1995,761,GARABASHI,-10.0,RGI50-12.00161
1996,761,GARABASHI,-30.0,RGI50-12.00161
1997,761,GARABASHI,190.0,RGI50-12.00161
1998,761,GARABASHI,-1510.0,RGI50-12.00161
1999,761,GARABASHI,-820.0,RGI50-12.00161
2000,761,GARABASHI,-1060.0,RGI50-12.00161
2001,761,GARABASHI,-750.0,RGI50-12.00161
2002,761,GARABASHI,260.0,RGI50-12.00161
2003,761,GARABASHI,160.0,RGI50-12.00161
2004,761,GARABASHI,250.0,RGI50-12.00161
2005,761,GARABASHI,200.0,RGI50-12.00161
2006,761,GARABASHI,-660.0,RGI50-12.00161
2007,761,GARABASHI,-630.0,RGI50-12.00161
2008,761,GARABASHI,-420.0,RGI50-12.00161
2009,761,GARABASHI,-370.0,RGI50-12.00161
2010,761,GARABASHI,-1241.0,RGI50-12.00161
2011,761,GARABASHI,-858.0,RGI50-12.00161
2012,761,GARABASHI,-989.0,RGI50-12.00161
2013,761,GARABASHI,-272.0,RGI50-12.00161
