YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1958,730,IGAN,-300.0,RGI50-10.05087
1959,730,IGAN,-350.0,RGI50-10.05087
1960,730,IGAN,-680.0,RGI50-10.05087
1961,730,IGAN,-260.0,RGI50-10.05087
1962,730,IGAN,0.0,RGI50-10.05087
1963,730,IGAN,-1270.0,RGI50-10.05087
1964,730,IGAN,-1000.0,RGI50-10.05087
1965,730,IGAN,-660.0,RGI50-10.05087
1966,730,IGAN,-200.0,RGI50-10.05087
1967,730,IGAN,310.0,RGI50-10.05087
1968,730,IGAN,2490.0,RGI50-10.05087
1969,730,IGAN,-580.0,RGI50-10.05087
1970,730,IGAN,10.0,RGI50-10.05087
1971,730,IGAN,-140.0,RGI50-10.05087
1972,730,IGAN,380.0,RGI50-10.05087
1973,730,IGAN,320.0,RGI50-10.05087
1974,730,IGAN,-930.0,RGI50-10.05087
1975,730,IGAN,920.0,RGI50-10.05087
1976,730,IGAN,-1320.0,RGI50-10.05087
1977,730,IGAN,-1660.0,RGI50-10.05087
1978,730,IGAN,890.0,RGI50-10.05087
1979,730,IGAN,-370.0,RGI50-10.05087
1980,730,IGAN,1020.0,RGI50-10.05087
1981,730,IGAN,-1110.0,RGI50-10.05087
