YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1959,53,WARD H. I. RISE,-110.0,RGI50-03.04079
1960,53,WARD H. I. RISE,-68.0,RGI50-03.04079
1962,53,WARD H. I. RISE,-288.0,RGI50-03.04079
1963,53,WARD H. I. RISE,117.0,RGI50-03.04079
1964,53,WARD H. I. RISE,104.0,RGI50-03.04079
1965,53,WARD H. I. RISE,202.0,RGI50-03.04079
1966,53,WARD H. I. RISE,-137.0,RGI50-03.04079
1967,53,WARD H. I. RISE,-91.0,RGI50-03.04079
1968,53,WARD H. I. RISE,-7.0,RGI50-03.04079
1972,53,WARD H. I. RISE,-105.0,RGI50-03.04079
1973,53,WARD H. I. RISE,146.0,RGI50-03.04079
1974,53,WARD H. I. RISE,168.0,RGI50-03.04079
1975,53,WARD H. I. RISE,140.0,RGI50-03.04079
1976,53,WARD H. I. RISE,39.0,RGI50-03.04079
1977,53,WARD H. I. RISE,-177.0,RGI50-03.04079
1978,53,WARD H. I. RISE,-177.0,RGI50-03.04079
1979,53,WARD H. I. RISE,-177.0,RGI50-03.04079
1980,53,WARD H. I. RISE,-140.0,RGI50-03.04079
1981,53,WARD H. I. RISE,-140.0,RGI50-03.04079
1982,53,WARD H. I. RISE,-150.0,RGI50-03.04079
1983,53,WARD H. I. RISE,36.0,RGI50-03.04079
1984,53,WARD H. I. RISE,-280.0,RGI50-03.04079
1985,53,WARD H. I. RISE,-20.0,RGI50-03.04079
