YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1990,3090,HOFSJOEKULL SW,-680.0,RGI50-06.00236
1991,3090,HOFSJOEKULL SW,-1490.0,RGI50-06.00236
1992,3090,HOFSJOEKULL SW,1190.0,RGI50-06.00236
1993,3090,HOFSJOEKULL SW,130.0,RGI50-06.00236
1994,3090,HOFSJOEKULL SW,-740.0,RGI50-06.00236
1995,3090,HOFSJOEKULL SW,-1170.0,RGI50-06.00236
1996,3090,HOFSJOEKULL SW,-1230.0,RGI50-06.00236
1997,3090,HOFSJOEKULL SW,-1420.0,RGI50-06.00236
1998,3090,HOFSJOEKULL SW,-1590.0,RGI50-06.00236
1999,3090,HOFSJOEKULL SW,-1090.0,RGI50-06.00236
2000,3090,HOFSJOEKULL SW,-1750.0,RGI50-06.00236
2001,3090,HOFSJOEKULL SW,-1890.0,RGI50-06.00236
2002,3090,HOFSJOEKULL SW,-640.0,RGI50-06.00236
2003,3090,HOFSJOEKULL SW,-1170.0,RGI50-06.00236
2004,3090,HOFSJOEKULL SW,-1500.0,RGI50-06.00236
2005,3090,HOFSJOEKULL SW,-580.0,RGI50-06.00236
2006,3090,HOFSJOEKULL SW,-610.0,RGI50-06.00236
2007,3090,HOFSJOEKULL SW,-860.0,RGI50-06.00236
2008,3090,HOFSJOEKULL SW,-930.0,RGI50-06.00236
2009,3090,HOFSJOEKULL SW,-350.0,RGI50-06.00236
2010,3090,HOFSJOEKULL SW,-3490.0,RGI50-06.00236
2011,3090,HOFSJOEKULL SW,-280.0,RGI50-06.00236
2012,3090,HOFSJOEKULL SW,40.0,RGI50-06.00236
2013,3090,HOFSJOEKULL SW,60.0,RGI50-06.00236
2014,3090,HOFSJOEKULL SW,-990.0,RGI50-06.00236
