YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1989,1305,GOLDBERG K.,163.0,RGI50-11.00289
1990,1305,GOLDBERG K.,-149.0,RGI50-11.00289
1991,1305,GOLDBERG K.,-457.0,RGI50-11.00289
1992,1305,GOLDBERG K.,-1507.0,RGI50-11.00289
1993,1305,GOLDBERG K.,22.0,RGI50-11.00289
1994,1305,GOLDBERG K.,-1283.0,RGI50-11.00289
1995,1305,GOLDBERG K.,501.0,RGI50-11.00289
1996,1305,GOLDBERG K.,171.0,RGI50-11.00289
1997,1305,GOLDBERG K.,73.0,RGI50-11.00289
1998,1305,GOLDBERG K.,-596.0,RGI50-11.00289
1999,1305,GOLDBERG K.,-888.0,RGI50-11.00289
2000,1305,GOLDBERG K.,-298.0,RGI50-11.00289
2001,1305,GOLDBERG K.,-388.0,RGI50-11.00289
2002,1305,GOLDBERG K.,-612.0,RGI50-11.00289
2003,1305,GOLDBERG K.,-1806.0,RGI50-11.00289
2004,1305,GOLDBERG K.,137.0,RGI50-11.00289
2005,1305,GOLDBERG K.,-260.0,RGI50-11.00289
2006,1305,GOLDBERG K.,-1077.0,RGI50-11.00289
2007,1305,GOLDBERG K.,-1106.0,RGI50-11.00289
2008,1305,GOLDBERG K.,-651.0,RGI50-11.00289
2009,1305,GOLDBERG K.,-542.0,RGI50-11.00289
2010,1305,GOLDBERG K.,-758.0,RGI50-11.00289
2011,1305,GOLDBERG K.,-1878.0,RGI50-11.00289
2012,1305,GOLDBERG K.,-1563.0,RGI50-11.00289
2013,1305,GOLDBERG K.,-530.0,RGI50-11.00289
2014,1305,GOLDBERG K.,519.0,RGI50-11.00289
