YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
2001,2000,MARTIAL ESTE,785.0,RGI50-17.02128
2002,2000,MARTIAL ESTE,-682.0,RGI50-17.02128
2003,2000,MARTIAL ESTE,-202.0,RGI50-17.02128
2004,2000,MARTIAL ESTE,-1318.0,RGI50-17.02128
2005,2000,MARTIAL ESTE,-991.0,RGI50-17.02128
2006,2000,MARTIAL ESTE,-513.0,RGI50-17.02128
2007,2000,MARTIAL ESTE,99.0,RGI50-17.02128
2008,2000,MARTIAL ESTE,-56.0,RGI50-17.02128
2009,2000,MARTIAL ESTE,-119.0,RGI50-17.02128
2010,2000,MARTIAL ESTE,976.0,RGI50-17.02128
2011,2000,MARTIAL ESTE,-319.0,RGI50-17.02128
2012,2000,MARTIAL ESTE,-320.0,RGI50-17.02128
2013,2000,MARTIAL ESTE,150.0,RGI50-17.02128
