YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1946,334,RABOTS GLACIAER,-580.0,RGI50-08.00013
1950,334,RABOTS GLACIAER,-1350.0,RGI50-08.00013
1982,334,RABOTS GLACIAER,-70.0,RGI50-08.00013
1983,334,RABOTS GLACIAER,-110.0,RGI50-08.00013
1984,334,RABOTS GLACIAER,-530.0,RGI50-08.00013
1985,334,RABOTS GLACIAER,-1280.0,RGI50-08.00013
1986,334,RABOTS GLACIAER,-188.0,RGI50-08.00013
1987,334,RABOTS GLACIAER,223.0,RGI50-08.00013
1988,334,RABOTS GLACIAER,-1052.0,RGI50-08.00013
1989,334,RABOTS GLACIAER,618.0,RGI50-08.00013
1990,334,RABOTS GLACIAER,-40.0,RGI50-08.00013
1991,334,RABOTS GLACIAER,-216.0,RGI50-08.00013
1992,334,RABOTS GLACIAER,110.0,RGI50-08.00013
1993,334,RABOTS GLACIAER,510.0,RGI50-08.00013
1994,334,RABOTS GLACIAER,-100.0,RGI50-08.00013
1995,334,RABOTS GLACIAER,80.0,RGI50-08.00013
1996,334,RABOTS GLACIAER,-470.0,RGI50-08.00013
1997,334,RABOTS GLACIAER,-270.0,RGI50-08.00013
1998,334,RABOTS GLACIAER,-470.0,RGI50-08.00013
1999,334,RABOTS GLACIAER,-390.0,RGI50-08.00013
2000,334,RABOTS GLACIAER,-240.0,RGI50-08.00013
2001,334,RABOTS GLACIAER,-760.0,RGI50-08.00013
2002,334,RABOTS GLACIAER,-879.0,RGI50-08.00013
2003,334,RABOTS GLACIAER,-1440.0,RGI50-08.00013
2005,334,RABOTS GLACIAER,-1170.0,RGI50-08.00013
2006,334,RABOTS GLACIAER,-1630.0,RGI50-08.00013
2008,334,RABOTS GLACIAER,350.0,RGI50-08.00013
2009,334,RABOTS GLACIAER,-500.0,RGI50-08.00013
2010,334,RABOTS GLACIAER,-1080.0,RGI50-08.00013
2011,334,RABOTS GLACIAER,-2110.0,RGI50-08.00013
2012,334,RABOTS GLACIAER,20.0,RGI50-08.00013
