YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1986,3963,SE,BJOERLINGS GLACIAER,,,,200.0,
1987,3963,SE,BJOERLINGS GLACIAER,,,,400.0,
