YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1960,0,WHITE,-404.0,RGI50-03.04539
1961,0,WHITE,17.0,RGI50-03.04539
1962,0,WHITE,-781.0,RGI50-03.04539
1963,0,WHITE,-155.0,RGI50-03.04539
1964,0,WHITE,350.0,RGI50-03.04539
1965,0,WHITE,-12.0,RGI50-03.04539
1966,0,WHITE,-25.0,RGI50-03.04539
1967,0,WHITE,118.0,RGI50-03.04539
1968,0,WHITE,-408.0,RGI50-03.04539
1969,0,WHITE,72.0,RGI50-03.04539
1970,0,WHITE,-4.0,RGI50-03.04539
1971,0,WHITE,-183.0,RGI50-03.04539
1972,0,WHITE,118.0,RGI50-03.04539
1973,0,WHITE,191.0,RGI50-03.04539
1974,0,WHITE,-44.0,RGI50-03.04539
1975,0,WHITE,251.0,RGI50-03.04539
1976,0,WHITE,114.0,RGI50-03.04539
1977,0,WHITE,-370.0,RGI50-03.04539
1978,0,WHITE,-131.0,RGI50-03.04539
1979,0,WHITE,-87.0,RGI50-03.04539
1983,0,WHITE,-76.0,RGI50-03.04539
1984,0,WHITE,-44.0,RGI50-03.04539
1985,0,WHITE,1.0,RGI50-03.04539
1986,0,WHITE,-243.0,RGI50-03.04539
1987,0,WHITE,-594.0,RGI50-03.04539
1988,0,WHITE,140.0,RGI50-03.04539
1989,0,WHITE,40.0,RGI50-03.04539
1990,0,WHITE,-431.0,RGI50-03.04539
1991,0,WHITE,-160.0,RGI50-03.04539
1992,0,WHITE,-274.0,RGI50-03.04539
1993,0,WHITE,-423.0,RGI50-03.04539
1994,0,WHITE,-276.0,RGI50-03.04539
1995,0,WHITE,-347.0,RGI50-03.04539
1996,0,WHITE,50.0,RGI50-03.04539
1997,0,WHITE,-38.0,RGI50-03.04539
1998,0,WHITE,-201.0,RGI50-03.04539
1999,0,WHITE,-470.0,RGI50-03.04539
2000,0,WHITE,-405.0,RGI50-03.04539
2001,0,WHITE,-151.0,RGI50-03.04539
2002,0,WHITE,32.0,RGI50-03.04539
2003,0,WHITE,-106.0,RGI50-03.04539
2004,0,WHITE,37.0,RGI50-03.04539
2005,0,WHITE,-612.0,RGI50-03.04539
2006,0,WHITE,-93.0,RGI50-03.04539
2007,0,WHITE,-818.0,RGI50-03.04539
2008,0,WHITE,-807.0,RGI50-03.04539
2009,0,WHITE,-586.0,RGI50-03.04539
2010,0,WHITE,-194.0,RGI50-03.04539
2011,0,WHITE,-987.0,RGI50-03.04539
2012,0,WHITE,-951.0,RGI50-03.04539
2013,0,WHITE,45.0,RGI50-03.04539
