YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1957,356,FR,SAINT SORLIN,3.0,,,-360.0,
1958,356,FR,SAINT SORLIN,3.0,,,30.0,
1959,356,FR,SAINT SORLIN,3.0,,,-1210.0,
1960,356,FR,SAINT SORLIN,3.0,,,-330.0,
1961,356,FR,SAINT SORLIN,3.0,,,110.0,
1962,356,FR,SAINT SORLIN,3.0,,,-1100.0,
1963,356,FR,SAINT SORLIN,3.0,,,270.0,
1964,356,FR,SAINT SORLIN,3.0,,,-1650.0,
1965,356,FR,SAINT SORLIN,3.0,,,460.0,
1966,356,FR,SAINT SORLIN,3.0,,,700.0,
1967,356,FR,SAINT SORLIN,3.0,,,-460.0,
1968,356,FR,SAINT SORLIN,3.0,,,810.0,
1969,356,FR,SAINT SORLIN,3.0,,,440.0,
1970,356,FR,SAINT SORLIN,3.0,,,130.0,
1971,356,FR,SAINT SORLIN,3.0,,,-850.0,
1972,356,FR,SAINT SORLIN,3.0,,,-240.0,
1973,356,FR,SAINT SORLIN,3.0,,,-760.0,
1974,356,FR,SAINT SORLIN,3.0,,,-820.0,
1975,356,FR,SAINT SORLIN,3.0,,,280.0,
1976,356,FR,SAINT SORLIN,3.0,,,-1410.0,
1977,356,FR,SAINT SORLIN,3.0,,,1330.0,
1978,356,FR,SAINT SORLIN,3.0,,,860.0,
1979,356,FR,SAINT SORLIN,3.0,,,230.0,
1980,356,FR,SAINT SORLIN,3.0,,,910.0,
1981,356,FR,SAINT SORLIN,3.0,,,200.0,
1982,356,FR,SAINT SORLIN,3.0,,,-460.0,
1983,356,FR,SAINT SORLIN,3.0,,,-140.0,
1984,356,FR,SAINT SORLIN,3.0,,,380.0,
1985,356,FR,SAINT SORLIN,3.0,,,-470.0,
1986,356,FR,SAINT SORLIN,3.0,,,-1570.0,
1987,356,FR,SAINT SORLIN,3.0,,,-390.0,
1988,356,FR,SAINT SORLIN,3.0,,,160.0,
1989,356,FR,SAINT SORLIN,3.0,,,-2430.0,
1990,356,FR,SAINT SORLIN,3.0,,,-1160.0,
1991,356,FR,SAINT SORLIN,3.0,,,-1060.0,
1992,356,FR,SAINT SORLIN,3.0,,,-1740.0,
1993,356,FR,SAINT SORLIN,3.0,,,-970.0,
1994,356,FR,SAINT SORLIN,3.0,,,-330.0,
1995,356,FR,SAINT SORLIN,3.0,,,670.0,
1996,356,FR,SAINT SORLIN,3.0,,,-510.0,
1997,356,FR,SAINT SORLIN,3.0,,,-160.0,
1998,356,FR,SAINT SORLIN,3.0,,,-2220.0,
1999,356,FR,SAINT SORLIN,3.0,,,-1040.0,
2000,356,FR,SAINT SORLIN,3.0,,,-1240.0,
2001,356,FR,SAINT SORLIN,,,,160.0,
2002,356,FR,SAINT SORLIN,,,,-1690.0,
2003,356,FR,SAINT SORLIN,,,,-2950.0,
2004,356,FR,SAINT SORLIN,,,,-2450.0,
2005,356,FR,SAINT SORLIN,,,,-2500.0,
2006,356,FR,SAINT SORLIN,,,,-1440.0,
2007,356,FR,SAINT SORLIN,,,,-2250.0,
2008,356,FR,SAINT SORLIN,,,,-1810.0,
2009,356,FR,SAINT SORLIN,,,,-2650.0,
2010,356,FR,SAINT SORLIN,,,,-1000.0,
2011,356,FR,SAINT SORLIN,,,,-3020.0,
2012,356,FR,SAINT SORLIN,,,,-2130.0,
2013,356,FR,SAINT SORLIN,,,,-956.0,
2014,356,FR,SAINT SORLIN,,,,-1340.0,
2015,356,FR,SAINT SORLIN,,,,-2980.0,
