YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1963,3690,MELVILLE SOUTH ICE CAP,-124.0,RGI50-02.13974
1964,3690,MELVILLE SOUTH ICE CAP,288.0,RGI50-02.13974
1965,3690,MELVILLE SOUTH ICE CAP,69.0,RGI50-02.13974
1966,3690,MELVILLE SOUTH ICE CAP,-153.0,RGI50-02.13974
1967,3690,MELVILLE SOUTH ICE CAP,130.0,RGI50-02.13974
1968,3690,MELVILLE SOUTH ICE CAP,25.0,RGI50-02.13974
1969,3690,MELVILLE SOUTH ICE CAP,25.0,RGI50-02.13974
1970,3690,MELVILLE SOUTH ICE CAP,-274.0,RGI50-02.13974
1971,3690,MELVILLE SOUTH ICE CAP,-491.0,RGI50-02.13974
1972,3690,MELVILLE SOUTH ICE CAP,-390.0,RGI50-02.13974
1973,3690,MELVILLE SOUTH ICE CAP,-390.0,RGI50-02.13974
1974,3690,MELVILLE SOUTH ICE CAP,-258.0,RGI50-02.13974
1975,3690,MELVILLE SOUTH ICE CAP,-73.0,RGI50-02.13974
1976,3690,MELVILLE SOUTH ICE CAP,-73.0,RGI50-02.13974
1977,3690,MELVILLE SOUTH ICE CAP,-73.0,RGI50-02.13974
1978,3690,MELVILLE SOUTH ICE CAP,-73.0,RGI50-02.13974
1979,3690,MELVILLE SOUTH ICE CAP,-73.0,RGI50-02.13974
1980,3690,MELVILLE SOUTH ICE CAP,-73.0,RGI50-02.13974
1981,3690,MELVILLE SOUTH ICE CAP,-188.0,RGI50-02.13974
1982,3690,MELVILLE SOUTH ICE CAP,-319.0,RGI50-02.13974
1983,3690,MELVILLE SOUTH ICE CAP,-74.0,RGI50-02.13974
1984,3690,MELVILLE SOUTH ICE CAP,38.0,RGI50-02.13974
1985,3690,MELVILLE SOUTH ICE CAP,-110.0,RGI50-02.13974
1986,3690,MELVILLE SOUTH ICE CAP,208.0,RGI50-02.13974
1987,3690,MELVILLE SOUTH ICE CAP,16.0,RGI50-02.13974
1988,3690,MELVILLE SOUTH ICE CAP,-629.0,RGI50-02.13974
1989,3690,MELVILLE SOUTH ICE CAP,-342.0,RGI50-02.13974
1990,3690,MELVILLE SOUTH ICE CAP,-262.0,RGI50-02.13974
1991,3690,MELVILLE SOUTH ICE CAP,199.0,RGI50-02.13974
1992,3690,MELVILLE SOUTH ICE CAP,-320.0,RGI50-02.13974
1993,3690,MELVILLE SOUTH ICE CAP,-752.0,RGI50-02.13974
1994,3690,MELVILLE SOUTH ICE CAP,-110.0,RGI50-02.13974
1995,3690,MELVILLE SOUTH ICE CAP,-470.0,RGI50-02.13974
1996,3690,MELVILLE SOUTH ICE CAP,-210.0,RGI50-02.13974
1997,3690,MELVILLE SOUTH ICE CAP,10.0,RGI50-02.13974
1998,3690,MELVILLE SOUTH ICE CAP,-780.0,RGI50-02.13974
1999,3690,MELVILLE SOUTH ICE CAP,-520.0,RGI50-02.13974
2000,3690,MELVILLE SOUTH ICE CAP,-740.0,RGI50-02.13974
2001,3690,MELVILLE SOUTH ICE CAP,-260.0,RGI50-02.13974
2002,3690,MELVILLE SOUTH ICE CAP,16.0,RGI50-02.13974
2003,3690,MELVILLE SOUTH ICE CAP,20.0,RGI50-02.13974
2004,3690,MELVILLE SOUTH ICE CAP,290.0,RGI50-02.13974
2005,3690,MELVILLE SOUTH ICE CAP,-190.0,RGI50-02.13974
2006,3690,MELVILLE SOUTH ICE CAP,-360.0,RGI50-02.13974
2007,3690,MELVILLE SOUTH ICE CAP,-1182.0,RGI50-02.13974
2008,3690,MELVILLE SOUTH ICE CAP,-905.0,RGI50-02.13974
2009,3690,MELVILLE SOUTH ICE CAP,-351.0,RGI50-02.13974
2010,3690,MELVILLE SOUTH ICE CAP,-939.0,RGI50-02.13974
2011,3690,MELVILLE SOUTH ICE CAP,-1339.0,RGI50-02.13974
2012,3690,MELVILLE SOUTH ICE CAP,-1556.0,RGI50-02.13974
2013,3690,MELVILLE SOUTH ICE CAP,-172.0,RGI50-02.13974
