YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2008,3996,NP,MERA,5.054,,,390.0,,RGI50-15.03591
2009,3996,NP,MERA,5.054,,,-100.0,,RGI50-15.03591
2010,3996,NP,MERA,5.054,,,-480.0,,RGI50-15.03591
2011,3996,NP,MERA,5.054,,,460.0,,RGI50-15.03591
2012,3996,NP,MERA,5.054,,,-670.0,,RGI50-15.03591
2013,3996,NP,MERA,5.054,,,420.0,,RGI50-15.03591
2014,3996,NP,MERA,5.054,,,-200.0,,RGI50-15.03591
2015,3996,NP,MERA,5.054,,,-20.0,,RGI50-15.03591
2016,3996,NP,MERA,,,,-200.0,,RGI50-15.03591
2017,3996,NP,MERA,,,,-760.0,,RGI50-15.03591
2018,3996,NP,MERA,,,,-920.0,,RGI50-15.03591
2019,3996,NP,MERA,,,,-800.0,,RGI50-15.03591
