YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1992,463,CH,BASODINO,2.37,,,35.0,,RGI50-11.01987
1993,463,CH,BASODINO,2.37,1820.0,-1902.0,-82.0,,RGI50-11.01987
1994,463,CH,BASODINO,2.37,2421.0,-1977.0,444.0,,RGI50-11.01987
1995,463,CH,BASODINO,2.37,1607.0,-993.0,614.0,,RGI50-11.01987
1996,463,CH,BASODINO,2.37,1314.0,-1148.0,166.0,,RGI50-11.01987
1997,463,CH,BASODINO,2.37,2087.0,-2296.0,-209.0,,RGI50-11.01987
1998,463,CH,BASODINO,2.37,1669.0,-2743.0,-1074.0,,RGI50-11.01987
1999,463,CH,BASODINO,2.37,1692.0,-2136.0,-443.0,,RGI50-11.01987
2000,463,CH,BASODINO,2.37,1923.0,-2705.0,-781.0,,RGI50-11.01987
2001,463,CH,BASODINO,2.28,3015.0,-2423.0,591.0,,RGI50-11.01987
2002,463,CH,BASODINO,2.28,1676.0,-2031.0,-356.0,,RGI50-11.01987
2003,463,CH,BASODINO,2.28,1601.0,-3643.0,-2043.0,,RGI50-11.01987
2004,463,CH,BASODINO,,1702.0,-2192.0,-490.0, Bs calculated from reported Bw and Ba.,RGI50-11.01987
2005,463,CH,BASODINO,,1369.0,-2541.0,-1172.0, Bs calculated from reported Bw and Ba.,RGI50-11.01987
2006,463,CH,BASODINO,2.28,962.0,-3463.0,-2501.0, Bs calculated from reported Bw and Ba.,RGI50-11.01987
2007,463,CH,BASODINO,2.28,800.0,-1702.0,-902.0, Bs calculated from reported Bw and Ba.,RGI50-11.01987
2008,463,CH,BASODINO,2.28,1145.0,-2313.0,-1168.0,,RGI50-11.01987
2009,463,CH,BASODINO,2.28,2487.0,-2357.0,130.0,,RGI50-11.01987
2010,463,CH,BASODINO,2.28,1557.0,-2141.0,-584.0,Reference: Glaciological Reports and http://glaciology.ethz.ch/. WGMS comment: year was reported as 2009/2010,RGI50-11.01987
2011,463,CH,BASODINO,1.84,1080.0,-2068.0,-988.0,Bs calculated from Bw and Ba.,RGI50-11.01987
2012,463,CH,BASODINO,1.84,1620.0,-2989.0,-1369.0,Bs calculated from Bw and Ba.,RGI50-11.01987
2013,463,CH,BASODINO,1.84,1883.0,-1801.0,82.0,Bs calculated from Bw and Ba.,RGI50-11.01987
2014,463,CH,BASODINO,2.28,1728.0,-1978.0,-250.0,,RGI50-11.01987
2015,463,CH,BASODINO,1.8418699,1928.0,-3273.0,-1345.0,"Giovanni Kappenberger, http://www.glamos.ch",RGI50-11.01987
2016,463,CH,BASODINO,1.8418700000000001,1877.0,-2856.0,-979.0,,RGI50-11.01987
