YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1966,44,CA,SENTINEL,1.98,3280.0,-3310.0,150.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1967,44,CA,SENTINEL,1.98,4210.0,-4390.0,-180.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1968,44,CA,SENTINEL,1.98,3420.0,-3040.0,380.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1969,44,CA,SENTINEL,1.98,3520.0,-3400.0,120.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1970,44,CA,SENTINEL,1.92,2620.0,-3920.0,-1300.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1971,44,CA,SENTINEL,1.89,3860.0,-3290.0,570.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1972,44,CA,SENTINEL,1.89,2930.0,-2690.0,240.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1973,44,CA,SENTINEL,1.84,3380.0,-2600.0,780.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1974,44,CA,SENTINEL,1.84,4810.0,-2700.0,2110.0,Data from Dyurgerov M. (2002). ,RGI50-02.01779
1976,44,CA,SENTINEL,1.84,3906.0,-2436.0,1470.0,,RGI50-02.01779
1977,44,CA,SENTINEL,1.84,2073.0,-3402.0,-1329.0,,RGI50-02.01779
1978,44,CA,SENTINEL,1.81,2842.0,-2479.0,363.0,,RGI50-02.01779
1979,44,CA,SENTINEL,1.81,2010.0,-3750.0,-1740.0,,RGI50-02.01779
1980,44,CA,SENTINEL,1.77,3020.0,-2748.0,272.0,,RGI50-02.01779
1981,44,CA,SENTINEL,1.77,2850.0,-2680.0,170.0,,RGI50-02.01779
1982,44,CA,SENTINEL,1.77,4040.0,-3180.0,860.0,,RGI50-02.01779
1983,44,CA,SENTINEL,1.77,3950.0,-2750.0,1200.0,,RGI50-02.01779
1984,44,CA,SENTINEL,1.77,3290.0,-2440.0,850.0,,RGI50-02.01779
1985,44,CA,SENTINEL,1.72,2360.0,-3200.0,-840.0,,RGI50-02.01779
1986,44,CA,SENTINEL,1.76,2975.0,-3347.0,-372.0,,RGI50-02.01779
1987,44,CA,SENTINEL,1.75,2916.0,-2818.0,98.0,,RGI50-02.01779
1988,44,CA,SENTINEL,1.74,2753.0,-2387.0,367.0,,RGI50-02.01779
1989,44,CA,SENTINEL,1.74,2137.0,-3018.0,-882.0,,RGI50-02.01779
