YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1980,566,PASTERZE,326.0,RGI50-11.00106
1981,566,PASTERZE,-247.0,RGI50-11.00106
1982,566,PASTERZE,-868.0,RGI50-11.00106
1983,566,PASTERZE,-1100.0,RGI50-11.00106
1984,566,PASTERZE,-395.0,RGI50-11.00106
1985,566,PASTERZE,-826.0,RGI50-11.00106
1986,566,PASTERZE,-1420.0,RGI50-11.00106
1987,566,PASTERZE,-1347.0,RGI50-11.00106
1988,566,PASTERZE,-857.0,RGI50-11.00106
1989,566,PASTERZE,134.0,RGI50-11.00106
1990,566,PASTERZE,-800.0,RGI50-11.00106
1991,566,PASTERZE,-490.0,RGI50-11.00106
1992,566,PASTERZE,-1320.0,RGI50-11.00106
1993,566,PASTERZE,-610.0,RGI50-11.00106
1994,566,PASTERZE,-960.0,RGI50-11.00106
1995,566,PASTERZE,-136.0,RGI50-11.00106
1996,566,PASTERZE,-460.0,RGI50-11.00106
1997,566,PASTERZE,-100.0,RGI50-11.00106
2005,566,PASTERZE,-900.0,RGI50-11.00106
2006,566,PASTERZE,-1232.0,RGI50-11.00106
2007,566,PASTERZE,-1355.0,RGI50-11.00106
2008,566,PASTERZE,-1412.0,RGI50-11.00106
2009,566,PASTERZE,-1120.0,RGI50-11.00106
2010,566,PASTERZE,-1067.0,RGI50-11.00106
2011,566,PASTERZE,-1268.0,RGI50-11.00106
2012,566,PASTERZE,-1298.0,RGI50-11.00106
2013,566,PASTERZE,-600.0,RGI50-11.00106
