YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1960,408,SILVRETTA,286.0,RGI50-11.00804
1961,408,SILVRETTA,203.0,RGI50-11.00804
1962,408,SILVRETTA,-404.0,RGI50-11.00804
1963,408,SILVRETTA,-1042.0,RGI50-11.00804
1964,408,SILVRETTA,-1375.0,RGI50-11.00804
1965,408,SILVRETTA,1280.0,RGI50-11.00804
1966,408,SILVRETTA,1278.0,RGI50-11.00804
1967,408,SILVRETTA,376.0,RGI50-11.00804
1968,408,SILVRETTA,631.0,RGI50-11.00804
1969,408,SILVRETTA,-175.0,RGI50-11.00804
1970,408,SILVRETTA,145.0,RGI50-11.00804
1971,408,SILVRETTA,-758.0,RGI50-11.00804
1972,408,SILVRETTA,-259.0,RGI50-11.00804
1973,408,SILVRETTA,-1102.0,RGI50-11.00804
1974,408,SILVRETTA,763.0,RGI50-11.00804
1975,408,SILVRETTA,322.0,RGI50-11.00804
1976,408,SILVRETTA,-218.0,RGI50-11.00804
1977,408,SILVRETTA,422.0,RGI50-11.00804
1978,408,SILVRETTA,887.0,RGI50-11.00804
1979,408,SILVRETTA,-149.0,RGI50-11.00804
1980,408,SILVRETTA,735.0,RGI50-11.00804
1981,408,SILVRETTA,479.0,RGI50-11.00804
1982,408,SILVRETTA,-697.0,RGI50-11.00804
1983,408,SILVRETTA,-487.0,RGI50-11.00804
1984,408,SILVRETTA,717.0,RGI50-11.00804
1985,408,SILVRETTA,207.0,RGI50-11.00804
1986,408,SILVRETTA,-367.0,RGI50-11.00804
1987,408,SILVRETTA,-944.0,RGI50-11.00804
1988,408,SILVRETTA,-413.0,RGI50-11.00804
1989,408,SILVRETTA,-393.0,RGI50-11.00804
1990,408,SILVRETTA,-709.0,RGI50-11.00804
1991,408,SILVRETTA,-1238.0,RGI50-11.00804
1992,408,SILVRETTA,-1144.0,RGI50-11.00804
1993,408,SILVRETTA,-244.0,RGI50-11.00804
1994,408,SILVRETTA,-708.0,RGI50-11.00804
1995,408,SILVRETTA,-129.0,RGI50-11.00804
1996,408,SILVRETTA,-143.0,RGI50-11.00804
1997,408,SILVRETTA,-263.0,RGI50-11.00804
1998,408,SILVRETTA,-1591.0,RGI50-11.00804
1999,408,SILVRETTA,-196.0,RGI50-11.00804
2000,408,SILVRETTA,12.0,RGI50-11.00804
2001,408,SILVRETTA,673.0,RGI50-11.00804
2002,408,SILVRETTA,-298.0,RGI50-11.00804
2003,408,SILVRETTA,-2529.0,RGI50-11.00804
2004,408,SILVRETTA,-120.0,RGI50-11.00804
2005,408,SILVRETTA,-1050.0,RGI50-11.00804
2006,408,SILVRETTA,-1449.0,RGI50-11.00804
2007,408,SILVRETTA,-916.0,RGI50-11.00804
2008,408,SILVRETTA,-639.0,RGI50-11.00804
2009,408,SILVRETTA,-1097.0,RGI50-11.00804
2010,408,SILVRETTA,-268.0,RGI50-11.00804
2011,408,SILVRETTA,-1392.0,RGI50-11.00804
2012,408,SILVRETTA,-1415.0,RGI50-11.00804
2013,408,SILVRETTA,-246.0,RGI50-11.00804
2014,408,SILVRETTA,-950.0,RGI50-11.00804
