YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1990,1461,SE,MARMAGLACIAEREN,3.9,1290.0,-1400.0,-120.0,Net balance also reported as -110.,RGI60-08.00199
1991,1461,SE,MARMAGLACIAEREN,3.9,1150.0,-1390.0,-200.0,Net balance also reported as -240.,RGI60-08.00199
1992,1461,SE,MARMAGLACIAEREN,3.9,1310.0,-1220.0,90.0,,RGI60-08.00199
1993,1461,SE,MARMAGLACIAEREN,3.9,1300.0,-1030.0,270.0,,RGI60-08.00199
1994,1461,SE,MARMAGLACIAEREN,3.9,820.0,-1160.0,-340.0,,RGI60-08.00199
1995,1461,SE,MARMAGLACIAEREN,4.0037,1080.0,-980.0,100.0,Dyurgerov M. (2002),RGI60-08.00199
1996,1461,SE,MARMAGLACIAEREN,4.0105,820.0,-1210.0,-380.0,Dyurgerov M. (2002):Net balance also reported as -390.,RGI60-08.00199
1997,1461,SE,MARMAGLACIAEREN,4.0384,1700.0,-1900.0,-200.0,Dyurgerov M. (2002),RGI60-08.00199
1998,1461,SE,MARMAGLACIAEREN,4.074,830.0,-1110.0,-280.0,Data reported by Per Holmlund.,RGI60-08.00199
1999,1461,SE,MARMAGLACIAEREN,3.957,1100.0,-1400.0,-300.0,Data reported by Per Holmlund.,RGI60-08.00199
2000,1461,SE,MARMAGLACIAEREN,3.957,1160.0,-1030.0,130.0,Data reported by Per Holmlund.,RGI60-08.00199
2001,1461,SE,MARMAGLACIAEREN,3.957,770.0,-1180.0,-410.0,,RGI60-08.00199
2002,1461,SE,MARMAGLACIAEREN,3.965,1170.0,-1830.0,-660.0,,RGI60-08.00199
2003,1461,SE,MARMAGLACIAEREN,3.965,930.0,-2350.0,-1420.0,,RGI60-08.00199
2004,1461,SE,MARMAGLACIAEREN,3.965,1290.0,-1870.0,-580.0,,RGI60-08.00199
2005,1461,SE,MARMAGLACIAEREN,3.965,1110.0,-1900.0,-790.0,,RGI60-08.00199
2006,1461,SE,MARMAGLACIAEREN,3.96495,960.0,-2610.0,-1650.0,,RGI60-08.00199
2007,1461,SE,MARMAGLACIAEREN,3.96495,1000.0,-1530.0,-530.0,,RGI60-08.00199
2008,1461,SE,MARMAGLACIAEREN,3.96495,1210.0,-1090.0,120.0,,RGI60-08.00199
2009,1461,SE,MARMAGLACIAEREN,3.96495,1010.0,-2400.0,-1390.0,,RGI60-08.00199
2010,1461,SE,MARMAGLACIAEREN,3.96495,800.0,-1300.0,-500.0,,RGI60-08.00199
2011,1461,SE,MARMAGLACIAEREN,3.96495,970.0,-2410.0,-1450.0,,RGI60-08.00199
2012,1461,SE,MARMAGLACIAEREN,3.96495,1020.0,-1110.0,-90.0,,RGI60-08.00199
2014,1461,SE,MARMAGLACIAEREN,3.96315,980.0,-2340.0,-1370.0,,RGI60-08.00199
2015,1461,SE,MARMAGLACIAEREN,3.96315,1380.0,-1360.0,20.0,,RGI60-08.00199
2016,1461,SE,MARMAGLACIAEREN,3.96315,1120.0,-1480.0,-370.0,,RGI60-08.00199
