YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1975,3914,SJ,BOGERBREEN,,,,0.0,
1976,3914,SJ,BOGERBREEN,,,,-200.0,
1977,3914,SJ,BOGERBREEN,,,,-260.0,
1978,3914,SJ,BOGERBREEN,,,,-810.0,
1979,3914,SJ,BOGERBREEN,,,,-1070.0,
1980,3914,SJ,BOGERBREEN,,,,-650.0,
1981,3914,SJ,BOGERBREEN,,,,-360.0,
1982,3914,SJ,BOGERBREEN,,,,250.0,
1983,3914,SJ,BOGERBREEN,,,,-300.0,
1984,3914,SJ,BOGERBREEN,,,,-610.0,
1985,3914,SJ,BOGERBREEN,,,,-570.0,
1986,3914,SJ,BOGERBREEN,,,,-600.0,
